,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean
899,899,1.3370437399157883e+18,Voter Fraud! https://t.co/6mLqg6rmIZ,False,False,120452,29584,2020-12-10,voter fraud!
902,902,1.3370525855477555e+18,"Great. Most corrupt Election in history, by far. We won!!! https://t.co/nGMMaRQmz8",False,False,116008,23927,2020-12-10,"great. most corrupt election in history, by far. we won!!!"
907,907,1.3370670193850573e+18,"Today, I signed a proclamation recognizing Moroccan sovereignty over the Western Sahara.  Morocco's serious, credible, and realistic autonomy proposal is the ONLY basis for a just and lasting solution for enduring peace and prosperity!",False,False,176599,28519,2020-12-10,"today, i signed a proclamation recognizing moroccan sovereignty over the western sahara. morocco's serious, credible, and realistic autonomy proposal is the only basis for a just and lasting solution for enduring peace and prosperity!"
909,909,1.3370671274555392e+18,Morocco recognized the United States in 1777.  It is thus fitting we recognize their sovereignty over the Western Sahara.,False,False,234689,34451,2020-12-10,morocco recognized the united states in 1777. it is thus fitting we recognize their sovereignty over the western sahara.
911,911,1.3370670730512384e+18,Another HISTORIC breakthrough today! Our two GREAT friends Israel and the Kingdom of Morocco have agreed to full diplomatic relations – a massive breakthrough for peace in the Middle East!,False,False,292386,54291,2020-12-10,another historic breakthrough today! our two great friends israel and the kingdom of morocco have agreed to full diplomatic relations – a massive breakthrough for peace in the middle east!
914,914,1.337193947941249e+18,"So true, a must read! https://t.co/DMP4vs5HV2",False,False,103440,24767,2020-12-11,"so true, a must read!"
916,916,1.3371952577762386e+18,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!",False,False,253860,40040,2020-12-11,"no presidential candidate ever came even close to losing an election who won iowa, florida and ohio. i won all three, by a lot!"
917,917,1.3371955877715108e+18,"19 states are fighting for us, almost unheard of support!",False,False,399587,58397,2020-12-11,"19 states are fighting for us, almost unheard of support!"
919,919,1.3372022422906716e+18,Tremendous support from all over the Country. All we ask is COURAGE & WISDOM from those that will be making one of the most important decisions in our Country’s history. God bless you!,False,False,263491,49859,2020-12-11,tremendous support from all over the country. all we ask is courage & wisdom from those that will be making one of the most important decisions in our country’s history. god bless you!
921,921,1.337220913528533e+18,"Why didn’t the Fake News Media, the FBI and the DOJ report the Biden matter BEFORE the Election. Oh well, it’s OK, we won the Election anyway - 75,000,000 VOTES!!!",False,False,261197,52865,2020-12-11,"why didn’t the fake news media, the fbi and the doj report the biden matter before the election. oh well, it’s ok, we won the election anyway - 75,000,000 votes!!!"
924,924,1.3373638645650104e+18,"No war with North Korea, tamed fighting in Idlib Province and many other places. NO WARS STARTED BY U.S., Troop removals all over, and so much more. Thank you Larry! https://t.co/NziA99ZqXY",False,False,141351,28789,2020-12-11,"no war with north korea, tamed fighting in idlib province and many other places. no wars started by u.s., troop removals all over, and so much more. thank you larry!"
925,925,1.337369403638362e+18,"While my pushing the money drenched but heavily bureaucratic @US_FDA saved five years in the approval of NUMEROUS great new vaccines, it is still a big, old, slow turtle. Get the dam vaccines out NOW, Dr. Hahn @SteveFDA. Stop playing games and start saving lives!!!",False,False,119424,20903,2020-12-11,"while my pushing the money drenched but heavily bureaucratic  fda saved five years in the approval of numerous great new vaccines, it is still a big, old, slow turtle. get the dam vaccines out now, dr. hahn . stop playing games and start saving lives!!!"
926,926,1.3373722016627466e+18,"The Swine Flu (H1N1), and the attempt for a vaccine by the Obama Administration, with Joe Biden in charge, was a complete and total disaster. Now they want to come in and take over one of the “greatest and fastest medical miracles in modern day history.” I don’t think so!",False,False,170116,29205,2020-12-11,"the swine flu (h1n1), and the attempt for a vaccine by the obama administration, with joe biden in charge, was a complete and total disaster. now they want to come in and take over one of the “greatest and fastest medical miracles in modern day history.” i don’t think so!"
927,927,1.3373731466520207e+18,I just want to stop the world from killing itself!,False,False,589732,93938,2020-12-11,i just want to stop the world from killing itself!
928,928,1.3373797198729748e+18,"Now it turns out that my phone call to the President of Ukraine, which many, including me, have called “perfect”, was even better than that. I predicted Biden corruption, said to call the A.G., who perhaps knew of the corruption during the impeachment hoax?",False,False,199224,38370,2020-12-11,"now it turns out that my phone call to the president of ukraine, which many, including me, have called “perfect”, was even better than that. i predicted biden corruption, said to call the a.g., who perhaps knew of the corruption during the impeachment hoax?"
929,929,1.3373857365307802e+18,"Now that the Biden Administration will be a scandal plagued mess for years to come, it is much easier for the Supreme Court of the United States to follow the Constitution and do what everybody knows has to be done. They must show great Courage & Wisdom. Save the USA!!!",False,False,266423,51993,2020-12-11,"now that the biden administration will be a scandal plagued mess for years to come, it is much easier for the supreme court of the united states to follow the constitution and do what everybody knows has to be done. they must show great courage & wisdom. save the usa!!!"
930,930,1.337400706551124e+18,"Now it turns out that the Democrats want the Pack the Court with 26 Justices. This would be terrible, and must be stopped. Even Justice RBG was strongly opposed!",False,False,183687,35268,2020-12-11,"now it turns out that the democrats want the pack the court with 26 justices. this would be terrible, and must be stopped. even justice rbg was strongly opposed!"
931,931,1.337420100375339e+18,“Donald Trump must get the credit for the vaccines. It is a miracle.”  @Varneyco,False,False,205337,25664,2020-12-11,“donald trump must get the credit for the vaccines. it is a miracle.”
936,936,1.337494507756073e+18,"If the Supreme Court shows great Wisdom and Courage, the American People will win perhaps the most important case in history, and our Electoral Process will be respected again!",False,False,280063,50114,2020-12-11,"if the supreme court shows great wisdom and courage, the american people will win perhaps the most important case in history, and our electoral process will be respected again!"
937,937,1.3374944292219167e+18,"If the two Senators from Georgia should lose, which would be a horrible thing for our Country, I am the only thing that stands between “Packing the Court” (last number heard, 25), and preserving it. I will not, under any circumstances, Pack the Court!",False,False,177450,32284,2020-12-11,"if the two senators from georgia should lose, which would be a horrible thing for our country, i am the only thing that stands between “packing the court” (last number heard, 25), and preserving it. i will not, under any circumstances, pack the court!"
942,942,1.3375266064458097e+18,"Georgia, where is signature verification approval? What do you have to lose? Must move quickly! @BrianKempGA @GeoffDuncanGA @GaSecofState",False,False,167351,32138,2020-12-11,"georgia, where is signature verification approval? what do you have to lose? must move quickly!"
951,951,1.33761745974297e+18,"....The American people deserve answers, better late than never.”  @IngrahamAngle",False,False,143467,20541,2020-12-12,"....the american people deserve answers, better late than never.”"
952,952,1.337617458962817e+18,"“Don’t the voters have to know what the Federal prosecutor’s know. The establishment failed us. The media, congressional leaders, the Democrat Party? No wonder 74 (a pres. record) million Americans voted for Donald Trump, & they still don’t believe the outcome of this election...",False,False,182757,33794,2020-12-12,"“don’t the voters have to know what the federal prosecutor’s know. the establishment failed us. the media, congressional leaders, the democrat party? no wonder 74 (a pres. record) million americans voted for donald trump, & they still don’t believe the outcome of this election..."
953,953,1.3376208921390817e+18,"The Supreme Court really let us down. No Wisdom, No Courage!",False,False,353934,55941,2020-12-12,"the supreme court really let us down. no wisdom, no courage!"
956,956,1.3376293069195387e+18,"....that, after careful study and consideration, think you got “screwed”, something which will hurt them also. Many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. A Rigged Election, fight on!",False,False,166792,29390,2020-12-12,"....that, after careful study and consideration, think you got “screwed”, something which will hurt them also. many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. a rigged election, fight on!"
957,957,1.3376293054053212e+18,"So, you’re the President of the United States, and you just went through an election where you got more votes than any sitting President in history, by far - and purportedly lost. You can’t get “standing” before the Supreme Court, so you “intervene” with wonderful states.....",False,False,199544,39238,2020-12-12,"so, you’re the president of the united states, and you just went through an election where you got more votes than any sitting president in history, by far - and purportedly lost. you can’t get “standing” before the supreme court, so you “intervene” with wonderful states....."
959,959,1.3376329188695695e+18,FDA APPROVES PFIZER VACCINE FOR EMERGENCY USE!!!,False,False,207616,22480,2020-12-12,fda approves pfizer vaccine for emergency use!!!
960,960,1.337634953211818e+18,"“We’ve not gotten any court to judge this (the vote) on its merit.” @DanPatrick of Texas. It is a legal disgrace, an embarrassment to the USA!!!",False,False,193024,34418,2020-12-12,"“we’ve not gotten any court to judge this (the vote) on its merit.” of texas. it is a legal disgrace, an embarrassment to the usa!!!"
962,962,1.3377369174844498e+18,"Georgia GOP Chair Says ‘We Are Trusting No One,’ Promises ‘Eyes on Every Part’ of Voting Process https://t.co/AzXwby5Qrd via @BreitbartNews  You can’t rely on @BrianKempGA. Unlike other governors for the many states I won, he lost total control. Signature verification???",False,False,103299,22464,2020-12-12,"georgia gop chair says ‘we are trusting no one,’ promises ‘eyes on every part’ of voting process via you can’t rely on . unlike other governors for the many states i won, he lost total control. signature verification???"
966,966,1.3377435162949345e+18,"“Justices Alito and Thomas say they would have allowed Texas to proceed with its election lawsuit.” @seanhannity  This is a great and disgraceful miscarriage of justice. The people of the United States were cheated, and our Country disgraced. Never even given our day in Court!",False,False,139746,30818,2020-12-12,"“justices alito and thomas say they would have allowed texas to proceed with its election lawsuit.” this is a great and disgraceful miscarriage of justice. the people of the united states were cheated, and our country disgraced. never even given our day in court!"
968,968,1.3377452685912596e+18,"I WON THE ELECTION IN A LANDSLIDE, but remember, I only think in terms of legal votes, not all of the fake voters and fraud that miraculously floated in from everywhere! What a disgrace!",False,False,349044,66657,2020-12-12,"i won the election in a landslide, but remember, i only think in terms of legal votes, not all of the fake voters and fraud that miraculously floated in from everywhere! what a disgrace!"
971,971,1.3377490207065498e+18,"Who is a worse governor, @BrianKempGA of Georgia or @dougducey of Arizona??? These are two RINO Republicans who fought against me and the Republican Party harder than any Democrat. They allowed states that I won easily to be stolen. Never forget, vote them out of office!",False,False,170521,38125,2020-12-12,"who is a worse governor, of georgia or of arizona??? these are two rino republicans who fought against me and the republican party harder than any democrat. they allowed states that i won easily to be stolen. never forget, vote them out of office!"
973,973,1.329602736053252e+18,"Look at this in Michigan! A day AFTER the election, Biden receives a dump of 134,886 votes at 6:31AM! https://t.co/CTDaWTNs29 https://t.co/nSmc2olraF",False,False,221074,68002,2020-11-20,"look at this in michigan! a day after the election, biden receives a dump of 134,886 votes at 6:31am!"
977,977,1.3377531599057674e+18,I have been doing this. I agree! https://t.co/1YTTGwxlxx,False,False,219461,45736,2020-12-12,i have been doing this. i agree!
979,979,1.337754366569296e+18,A big disappointment! https://t.co/esmB5HrJlH,False,False,154752,30227,2020-12-12,a big disappointment!
980,980,1.3377554905630106e+18,"IF Biden gets in, nothing will happen to Hunter or Joe. Barr will do nothing, and the new group of partisan killers coming in will quickly kill it all. Same thing with Durham. We caught them cold, spying, treason & more (the hard part), but “Justice” took too long. Will be DOA!",False,False,255339,53157,2020-12-12,"if biden gets in, nothing will happen to hunter or joe. barr will do nothing, and the new group of partisan killers coming in will quickly kill it all. same thing with durham. we caught them cold, spying, treason & more (the hard part), but “justice” took too long. will be doa!"
981,981,1.328359565574992e+18,Trump Campaign Rejects Media Reports of Changed Pennsylvania Case https://t.co/VjIhiyB4XK via @BreitbartNews. Just more Fake News. Harassment and exclusion of our Poll Watchers is a big part of our case. Unconstitutional!,False,False,122266,29373,2020-11-16,trump caign rejects media reports of changed pennsylvania case via . just more fake news. harassment and exclusion of our poll watchers is a big part of our case. unconstitutional!
982,982,1.3377559643390812e+18,WE HAVE JUST BEGUN TO FIGHT!!!,False,False,579984,104698,2020-12-12,we have just begun to fight!!!
983,983,1.3377725118708e+18,"Why didn’t Bill Barr reveal the truth to the public, before the Election, about Hunter Biden. Joe was lying on the debate stage that nothing was wrong, or going on - Press confirmed. Big disadvantage for Republicans at the polls!",False,False,253167,52585,2020-12-12,"why didn’t bill barr reveal the truth to the public, before the election, about hunter biden. joe was lying on the debate stage that nothing was wrong, or going on - press confirmed. big disadvantage for republicans at the polls!"
985,985,1.337774011376341e+18,"Wow! Thousands of people forming in Washington (D.C.) for Stop the Steal. Didn’t know about this, but I’ll be seeing them! #MAGA",False,False,358667,62252,2020-12-12,"wow! thousands of people forming in washington (d.c.) for stop the steal. didn’t know about this, but i’ll be seeing them! maga"
988,988,1.3377904198753526e+18,"The Supreme Court had ZERO interest in the merits of the greatest voter fraud ever perpetrated on the United States of America. All they were interested in is “standing”, which makes it very difficult for the President to present a case on the merits. 75,000,000 votes!",False,False,274436,58999,2020-12-12,"the supreme court had zero interest in the merits of the greatest voter fraud ever perpetrated on the united states of america. all they were interested in is “standing”, which makes it very difficult for the president to present a case on the merits. 75,000,000 votes!"
994,994,1.337840500561367e+18,"If failing Governor @BrianKempGA would allow signature verification, David & Kelly would WIN!",False,False,252501,44330,2020-12-12,"if failing governor would allow signature verification, david & kelly would win!"
995,995,1.338139379777286e+18,"The drug companies are going crazy putting up nasty ads against me asking to “withdraw my Favored Nation’s Executive Order”. They don’t want the U.S. to have the lowest drug prices in the world, but we now will. Big reductions coming. No other politician would do this!!!",False,False,248743,49530,2020-12-13,"the drug companies are going crazy putting up nasty ads against me asking to “withdraw my favored nation’s executive order”. they don’t want the u.s. to have the lowest drug prices in the world, but we now will. big reductions coming. no other politician would do this!!!"
997,997,1.3381454797256335e+18,How do states and politicians confirm an election where corruption and irregularities are documented throughout? A Swing State hustle!,False,False,249426,45749,2020-12-13,how do states and politicians confirm an election where corruption and irregularities are documented throughout? a swing state hustle!
1000,1000,1.338145849784873e+18,MOST CORRUPT ELECTION IN U.S. HISTORY!,False,False,549796,90856,2020-12-13,most corrupt election in u.s. history!
1002,1002,1.33814913920555e+18,THE BIGGEST WINNER OF OUR NEW DEFENSE BILL IS CHINA!. I WILL VETO!,False,False,311866,52701,2020-12-13,the biggest winner of our new defense bill is china!. i will veto!
1004,1004,1.338246164756521e+18,"...Tens of millions of haphazardly ballots sent, with some people getting two, three, or four ballots. We will never give up!",False,False,124921,22337,2020-12-13,"...tens of millions of haphazardly ballots sent, with some people getting two, three, or four ballots. we will never give up!"
1005,1005,1.3382461633680466e+18,"The RINOS that run the state voting apparatus have caused us this problem of allowing the Democrats to so blatantly cheat in their attempt to steal the election, which we won overwhelmingly. How dare they allow this massive and ridiculous Mail-In Voting to occur...",False,False,171587,35988,2020-12-13,"the rinos that run the state voting apparatus have caused us this problem of allowing the democrats to so blatantly cheat in their attempt to steal the election, which we won overwhelmingly. how dare they allow this massive and ridiculous mail-in voting to occur..."
1007,1007,1.3382464040751186e+18,...They just “chickened out” and didn’t want to rule on the merits of the case. So bad for our Country!,False,False,160407,23935,2020-12-13,...they just “chickened out” and didn’t want to rule on the merits of the case. so bad for our country!
1009,1009,1.3382464031649546e+18,"The fact that the Supreme Court wouldn’t find standing in an original jurisdiction matter between multiple states, and including the President of the States, is absurd. It is enumerated in the Constitution...",False,False,210483,38618,2020-12-13,"the fact that the supreme court wouldn’t find standing in an original jurisdiction matter between multiple states, and including the president of the states, is absurd. it is enumerated in the constitution..."
1013,1013,1.3382547876750418e+18,"....place in Detroit, Philadelphia, Milwaukee, Atlanta, Pittsburgh, and elsewhere. In all Swing State cases, there are far more votes than are necessary to win the State, and the Election itself. Therefore, VOTES CANNOT BE CERTIFIED. THIS ELECTION IS UNDER PROTEST!",False,False,160918,32743,2020-12-13,"....place in detroit, philadelphia, milwaukee, atlanta, pittsburgh, and elsewhere. in all swing state cases, there are far more votes than are necessary to win the state, and the election itself. therefore, votes cannot be certified. this election is under protest!"
1014,1014,1.3382547870207877e+18,".....and many others voted illegally. Also, machine “glitches” (another word for FRAUD), ballot harvesting, non-resident voters, fake ballots, “stuffing the ballot box”, votes for pay, roughed up Republican Poll Watchers, and sometimes even more votes than people voting, took....",False,False,156467,31232,2020-12-13,".....and many others voted illegally. also, machine “glitches” (another word for fraud), ballot harvesting, non-resident voters, fake ballots, “stuffing the ballot box”, votes for pay, roughed up republican poll watchers, and sometimes even more votes than people voting, took...."
1016,1016,1.338254785666044e+18,"Swing States that have found massive VOTER FRAUD, which is all of them, CANNOT LEGALLY CERTIFY these votes as complete & correct without committing a severely punishable crime. Everybody knows that dead people, below age people, illegal immigrants, fake signatures, prisoners,....",False,False,245205,60394,2020-12-13,"swing states that have found massive voter fraud, which is all of them, cannot legally certify these votes as complete & correct without committing a severely punishable crime. everybody knows that dead people, below age people, illegal immigrants, fake signatures, prisoners,...."
1017,1017,1.3382631959418184e+18,"Vaccines are shipped and on their way, FIVE YEARS AHEAD OF SCHEDULE. Get well USA. Get well WORLD. We love you all!",False,False,346399,44963,2020-12-13,"vaccines are shipped and on their way, five years ahead of schedule. get well usa. get well world. we love you all!"
1019,1019,1.338325735778476e+18,"People working in the White House should receive the vaccine somewhat later in the program, unless specifically necessary. I have asked that this adjustment be made. I am not scheduled to take the vaccine, but look forward to doing so at the appropriate time. Thank you!",False,False,180621,23931,2020-12-14,"people working in the white house should receive the vaccine somewhat later in the program, unless specifically necessary. i have asked that this adjustment be made. i am not scheduled to take the vaccine, but look forward to doing so at the appropriate time. thank you!"
1020,1020,1.3383277799563633e+18,"Oh no! What is going on? This is not good news, even for “Indians”. Cancel culture at work! https://t.co/d1l0C9g6Pd",False,False,99790,17525,2020-12-14,"oh no! what is going on? this is not good news, even for “indians”. cancel culture at work!"
1024,1024,1.3383472044409528e+18,"Democrats weakened the Signature Verification (and other) safeguards in Georgia. @staceyabrams played @BrianKempGA & Secretary of State, for fools. Consent Decree, which is terrible for Republicans (and honest people!), must be opened up NOW - David, Kelly, and I will then win!",False,False,141144,30002,2020-12-14,"democrats weakened the signature verification (and other) safeguards in georgia. played & secretary of state, for fools. consent decree, which is terrible for republicans (and honest people!), must be opened up now - david, kelly, and i will then win!"
1025,1025,1.338348880182829e+18,"What a fool Governor @BrianKempGA of Georgia is. Could have been so easy, but now we have to do it the hard way. Demand this clown call a Special Session and open up signature verification, NOW. Otherwise, could be a bad day for two GREAT Senators on January 5th.",False,False,216765,44464,2020-12-14,"what a fool governor of georgia is. could have been so easy, but now we have to do it the hard way. demand this clown call a special session and open up signature verification, now. otherwise, could be a bad day for two great senators on january 5th."
1031,1031,1.3383522206146355e+18,A great honor! https://t.co/n6IyFtcXIQ,False,False,211949,31652,2020-12-14,a great honor!
1032,1032,1.3384832000463544e+18,"“Why did the Swing States stop counting in the middle of the night?” @MariaBartiromo Because they waited to find out how many ballots they had to produce in order to steal the Rigged Election. They were so far behind that they needed time, & a fake “water main break”, to recover!",False,False,269237,62408,2020-12-14,"“why did the swing states stop counting in the middle of the night?” because they waited to find out how many ballots they had to produce in order to steal the rigged election. they were so far behind that they needed time, & a fake “water main break”, to recover!"
1034,1034,1.3384901718016614e+18,First Vaccine Administered. Congratulations USA! Congratulations WORLD!,False,False,367805,42465,2020-12-14,first vaccine administered. congratulations usa! congratulations world!
1036,1036,1.3385742681546465e+18,WOW. This report shows massive fraud. Election changing result! https://t.co/dFT3sRpUY5,False,False,232233,56763,2020-12-14,wow. this report shows massive fraud. election changing result!
1039,1039,1.3386145144938783e+18,"...Deputy Attorney General Jeff Rosen, an outstanding person, will become Acting Attorney General. Highly respected Richard Donoghue will be taking over the duties of Deputy Attorney General. Thank you to all! https://t.co/V5sqOJT9PM",False,False,158703,32372,2020-12-14,"...deputy attorney general jeff rosen, an outstanding person, will become acting attorney general. highly respected richard donoghue will be taking over the duties of deputy attorney general. thank you to all!"
1041,1041,1.3386144999816028e+18,"Just had a very nice meeting with Attorney General Bill Barr at the White House. Our relationship has been a very good one, he has done an outstanding job! As per letter, Bill will be leaving just before Christmas to spend the holidays with his family...",False,False,229942,40833,2020-12-14,"just had a very nice meeting with attorney general bill barr at the white house. our relationship has been a very good one, he has done an outstanding job! as per letter, bill will be leaving just before christmas to spend the holidays with his family..."
1044,1044,1.338715842931024e+18,"This is BIG NEWS. Dominion Voting Machines are a disaster all over the Country. Changed the results of a landslide election. Can’t let this happen. Thank you for the genius, bravery, and patriotism of the Judge. Should get a medal! https://t.co/4WwiA83Prg",False,False,212020,54672,2020-12-15,"this is big news. dominion voting machines are a disaster all over the country. changed the results of a landslide election. can’t let this happen. thank you for the genius, bravery, and patriotism of the judge. should get a medal!"
1045,1045,1.338718081443623e+18,"Thank you Kevin. Many Trump votes were routed to Biden. The highly respected Michigan Judge released this epic report. True all over the Country. This Fake Election can no longer stand. Get moving Republicans. Big Swing State Win!  75,000,000 VOTES. https://t.co/0sodJFr80k",False,False,153224,37786,2020-12-15,"thank you kevin. many trump votes were routed to biden. the highly respected michigan judge released this epic report. true all over the country. this fake election can no longer stand. get moving republicans. big swing state win! 75,000,000 votes."
1048,1048,1.3388517588193894e+18,"Tremendous problems being found with voting machines. They are so far off it is ridiculous. Able to take a landslide victory and reduce it to a tight loss. This is not what the USA is all about. Law enforcement shielding machines. DO NOT TAMPER, a crime. Much more to come!",False,False,266879,59726,2020-12-15,"tremendous problems being found with voting machines. they are so far off it is ridiculous. able to take a landslide victory and reduce it to a tight loss. this is not what the usa is all about. law enforcement shielding machines. do not tamper, a crime. much more to come!"
1049,1049,1.3388526766548214e+18,"68% error rate in Michigan Voting Machines. Should be, by law, a tiny percentage of one percent. Did Michigan Secretary of State break the law? Stay tuned!",False,False,325201,66896,2020-12-15,"68% error rate in michigan voting machines. should be, by law, a tiny percentage of one percent. did michigan secretary of state break the law? stay tuned!"
1054,1054,1.3388718623156677e+18,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!,False,False,412404,81186,2020-12-15,tremendous evidence pouring in on voter fraud. there has never been anything like this in our country!
1056,1056,1.338876692073427e+18,Mo Brooks: ‘Trump Won the Electoral College‘ --- I Can Be a Part of the ‘Surrender Caucus‘ or I Can Fight for Our Country https://t.co/8BcvdpY3Qf via @BreitbartNews,False,False,180977,43655,2020-12-15,mo brooks: ‘trump won the electoral college‘ --- i can be a part of the ‘surrender caucus‘ or i can fight for our country via
1058,1058,1.3390138232824996e+18,Because of corruption or because I won despite corruption? https://t.co/6yoazp4WOm,False,False,151739,29433,2020-12-16,because of corruption or because i won despite corruption?
1061,1061,1.3390617694410752e+18,Franklin Graham: ‘I Am Grateful to God’ for ‘the Last Four Years’ https://t.co/wbSLJ4snxX via @BreitbartNews Thank you Franklin!,False,False,130702,19626,2020-12-16,franklin graham: ‘i am grateful to god’ for ‘the last four years’ via thank you franklin!
1062,1062,1.3390713509007237e+18,Poll: 92% of Republican Voters think the election was rigged!,False,False,457695,68430,2020-12-16,poll: 92% of republican voters think the election was rigged!
1067,1067,1.339083004216533e+18,"Trump's allies slam Mitch McConnell for congratulating Biden https://t.co/ak9nu6420L via @MailOnline. Mitch, 75,000,000 VOTES, a record for a sitting President (by a lot). Too soon to give up. Republican Party must finally learn to fight. People are angry!",False,False,154889,36751,2020-12-16,"trump's allies slam mitch mcconnell for congratulating biden via . mitch, 75,000,000 votes, a record for a sitting president (by a lot). too soon to give up. republican party must finally learn to fight. people are angry!"
1072,1072,1.3390902794297754e+18,"“Study: Dominion Machines shifted 2-3% of Trump Votes to Biden. Far more votes than needed to sway election.” Florida, Ohio, Texas and many other states were won by even greater margins than projected. Did just as well with Swing States, but bad things happened. @OANN",False,False,221896,50596,2020-12-16,"“study: dominion machines shifted 2-3% of trump votes to biden. far more votes than needed to sway election.” florida, ohio, texas and many other states were won by even greater margins than projected. did just as well with swing states, but bad things happened."
1075,1075,1.339186712535298e+18,So ridiculous and unfair. Will people never make a stand! https://t.co/rO3EkzzkVA,False,False,151489,29078,2020-12-16,so ridiculous and unfair. will people never make a stand!
1077,1077,1.3391988672759808e+18,"Can’t believe how badly @FoxNews is doing in the ratings. They played right into the hands of the Radical Left Democrats, & now are floating in limboland. Hiring fired @donnabraziIe, and far worse, allowing endless negative and unedited commercials. @FoxNews is dead. Really Sad!",False,False,222800,39165,2020-12-16,"can’t believe how badly is doing in the ratings. they played right into the hands of the radical left democrats, & now are floating in limboland. hiring fired , and far worse, allowing endless negative and unedited commercials. is dead. really sad!"
1078,1078,1.3392254655848407e+18,"Perhaps the biggest difference between 2016 and 2020 is @FoxNews, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!",False,False,258927,53928,2020-12-16,"perhaps the biggest difference between 2016 and 2020 is , despite the fact that i went from 63,000,000 votes to 75,000,000 votes, a record 12,000,000 vote increase. obama went down 3,000,000 votes, and won. rigged election!!!"
1081,1081,1.3392758598411346e+18,"Senate Hearings going on LIVE @OANN, as to the Fraudulent 2020 Election that just took place. @SenRonJohnson doing an excellent job. Nevada must be flipped based on testimony!",False,False,179518,38198,2020-12-16,"senate hearings going on live , as to the fraudulent 2020 election that just took place. doing an excellent job. nevada must be flipped based on testimony!"
1083,1083,1.3392774054589972e+18,Former United States Solicitor General Ken Starr: Pennsylvania “Flagrantly Violated” Laws Ahead of Election.,False,False,246740,51116,2020-12-16,former united states solicitor general ken starr: pennsylvania “flagrantly violated” laws ahead of election.
1085,1085,1.3392819504906977e+18,"Chris Krebs was totally excoriated and proven wrong at the Senate Hearing on the Fraudulent 2020 Election. Massive FRAUD took place with machines, people voting from out of state, illegals, dead people, no signatures—and so much more!",False,False,222413,52018,2020-12-16,"chris krebs was totally excoriated and proven wrong at the senate hearing on the fraudulent 2020 election. massive fraud took place with machines, people voting from out of state, illegals, dead people, no signatures—and so much more!"
1087,1087,1.3392867847909663e+18,TRUE! https://t.co/YapMxkF4SE,False,False,153812,33695,2020-12-16,true!
1091,1091,1.3394538189967278e+18,“Michigan fraud witness totally debunks Dominion CEO.” @OANN  It was brutal!,False,False,258161,55580,2020-12-17,“michigan fraud witness totally debunks dominion ceo.” it was brutal!
1095,1095,1.339584378154885e+18,"All-time Stock Market high. The Vaccine and the Vaccine rollout are getting the best of reviews. Moving along really well. Get those “shots” everyone! Also, stimulus talks looking very good.",False,False,183893,27422,2020-12-17,"all-time stock market high. the vaccine and the vaccine rollout are getting the best of reviews. moving along really well. get those “shots” everyone! also, stimulus talks looking very good."
1099,1099,1.3395850474819174e+18,"I have NOTHING to do with the potential prosecution of Hunter Biden, or the Biden family. It is just more Fake News. Actually, I find it very sad to watch!",False,False,229496,41707,2020-12-17,"i have nothing to do with the potential prosecution of hunter biden, or the biden family. it is just more fake news. actually, i find it very sad to watch!"
1100,1100,1.3395851988165222e+18,Crazy! https://t.co/rO3EkzQVN8,False,False,117122,21825,2020-12-17,crazy!
1102,1102,1.3395947871339192e+18,"I will Veto the Defense Bill, which will make China very unhappy. They love it. Must have Section 230 termination, protect our National Monuments and allow for removal of military from far away, and very unappreciative, lands. Thank you! https://t.co/9rI08S5ofO",False,False,191834,45320,2020-12-17,"i will veto the defense bill, which will make china very unhappy. they love it. must have section 230 termination, protect our national monuments and allow for removal of military from far away, and very unappreciative, lands. thank you!"
1104,1104,1.3395974899265905e+18,Just released data shows many thousands of noncitizens voted in Nevada. They are totally ineligible to vote!,False,False,331296,75273,2020-12-17,just released data shows many thousands of noncitizens voted in nevada. they are totally ineligible to vote!
1106,1106,1.339709639584338e+18,Democrats would never put up with a Presidential Election stolen by the Republicans!,False,False,353935,61718,2020-12-17,democrats would never put up with a presidential election stolen by the republicans!
1107,1107,1.3397489403805778e+18,"That’s because he is a great champion and man of courage. More Republican Senators should follow his lead. We had a landslide victory, and then it was swindled away from the Republican Party - but we caught them. Do something! https://t.co/nZU0czsZgB",False,False,144493,34751,2020-12-18,"that’s because he is a great chion and man of courage. more republican senators should follow his lead. we had a landslide victory, and then it was swindled away from the republican party - but we caught them. do something!"
1108,1108,1.323422929850372e+18,"Sleepy Joe Biden has vowed to ABOLISH the American oil and natural gas industries, and BAN fracking. Biden’s energy ban will send every state into crushing poverty, from Michigan, to Wisconsin to Arizona to Pennsylvania. https://t.co/gsFSghkmdM",False,False,45420,9820,2020-11-03,"sleepy joe biden has vowed to abolish the american oil and natural gas industries, and ban fracking. biden’s energy ban will send every state into crushing poverty, from michigan, to wisconsin to arizona to pennsylvania."
1109,1109,1.339758279526916e+18,Thank you! https://t.co/Du7bro3qis,False,False,98337,15722,2020-12-18,thank you!
