,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,lemmas,contains_metaphor
276,762,1.3283614514976645e+18,"The Radical Left Democrats, working with their partner, the Fake News Media, are trying to STEAL this Election. We won’t let them!",False,False,344327,62658,2020-11-16,"The Radical Left Democrats, working with their partner, the Fake News Media, are trying to STEAL this Election. We won’t let them!","['the', 'radical', 'left', 'democrats', ',', 'work', 'with', 'their', 'partner', ',', 'the', 'fake', 'news', 'media', ',', 'be', 'try', 'to', 'steal', 'this', 'election', '.', 'we', 'will', 'not', 'let', 'they', '!']",True
284,782,1.336114633485267e+18,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr  Meaning that massive numbers of bad votes were pouring in!,False,False,167334,33975,2020-12-08,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr Meaning that massive numbers of bad votes were pouring in!,"['mail', '-', 'in', 'rejection', 'rate', 'be', 'minuscule', 'compare', 'to', 'what', 'it', 'use', 'to', 'be', '.', 'ken', 'starr', 'meaning', 'that', 'massive', 'number', 'of', 'bad', 'vote', 'be', 'pour', 'in', '!']",True
296,825,1.3364053372855173e+18,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy! https://t.co/gPpVWUUs91,False,False,14491,4562,2020-12-08,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,"['the', 'get', 'catch', 'because', 'we', 'be', 'lead', 'by', 'so', 'much', 'more', 'than', 'they', 'ever', 'think', 'possible', '.', 'late', 'night', 'ballot', '""', 'dump', '""', 'go', 'crazy', '!']",True
297,831,1.336407510069162e+18,They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy! https://t.co/gPpVWUUs91,False,False,147954,38027,2020-12-08,They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,"['they', 'get', 'catch', 'because', 'we', 'be', 'lead', 'by', 'so', 'much', 'more', 'than', 'they', 'ever', 'think', 'possible', '.', 'late', 'night', 'ballot', '""', 'dump', '""', 'go', 'crazy', '!']",True
309,888,1.337040387349893e+18,The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.,False,False,209213,46234,2020-12-10,The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.,"['the', 'supreme', 'court', 'have', 'a', 'chance', 'to', 'save', 'our', 'country', 'from', 'the', 'great', 'election', 'abuse', 'in', 'the', 'history', 'of', 'the', 'united', 'states', '.', '78', '%', 'of', 'the', 'people', 'feel', '(', 'know', '!', ')', 'the', 'election', 'be', 'rigged', '.']",True
312,892,1.3370422017386127e+18,"“Donald Trump won by a landslide, and they stole it from him!” @seanhannity",False,False,201530,35160,2020-12-10,"“Donald Trump won by a landslide, and they stole it from him!”","['""', 'donald', 'trump', 'win', 'by', 'a', 'landslide', ',', 'and', 'they', 'steal', 'it', 'from', 'he', '!', '""']",True
313,894,1.3370427149243802e+18,"....The fact that our Country is being stolen. A coup is taking place in front of our eyes, and the public can’t take this anymore.” A Trump fan at Georgia Rally on @OANN  Bad!",False,False,113176,21551,2020-12-10,"....The fact that our Country is being stolen. A coup is taking place in front of our eyes, and the public can’t take this anymore.” A Trump fan at Georgia Rally on Bad!","['....', 'the', 'fact', 'that', 'our', 'country', 'be', 'be', 'steal', '.', 'a', 'coup', 'be', 'take', 'place', 'in', 'front', 'of', 'our', 'eye', ',', 'and', 'the', 'public', 'can', 'not', 'take', 'this', 'anymore', '.', '""', 'a', 'trump', 'fan', 'at', 'georgia', 'rally', 'on', 'bad', '!']",True
330,956,1.3376293069195387e+18,"....that, after careful study and consideration, think you got “screwed”, something which will hurt them also. Many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. A Rigged Election, fight on!",False,False,166792,29390,2020-12-12,"....that, after careful study and consideration, think you got “screwed”, something which will hurt them also. Many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. A Rigged Election, fight on!","['....', 'that', ',', 'after', 'careful', 'study', 'and', 'consideration', ',', 'think', 'you', 'get', '""', 'screw', '""', ',', 'something', 'which', 'will', 'hurt', 'they', 'also', '.', 'many', 'other', 'likewise', 'join', 'the', 'suit', 'but', ',', 'within', 'a', 'flash', ',', 'it', 'be', 'throw', 'out', 'and', 'go', ',', 'without', 'even', 'look', 'at', 'the', 'many', 'reason', 'it', 'be', 'bring', '.', 'a', 'rigged', 'election', ',', 'fight', 'on', '!']",True
335,968,1.3377452685912596e+18,"I WON THE ELECTION IN A LANDSLIDE, but remember, I only think in terms of legal votes, not all of the fake voters and fraud that miraculously floated in from everywhere! What a disgrace!",False,False,349044,66657,2020-12-12,"I WON THE ELECTION IN A LANDSLIDE, but remember, I only think in terms of legal votes, not all of the fake voters and fraud that miraculously floated in from everywhere! What a disgrace!","['i', 'won', 'the', 'election', 'in', 'a', 'landslide', ',', 'but', 'remember', ',', 'i', 'only', 'think', 'in', 'term', 'of', 'legal', 'vote', ',', 'not', 'all', 'of', 'the', 'fake', 'voter', 'and', 'fraud', 'that', 'miraculously', 'float', 'in', 'from', 'everywhere', '!', 'what', 'a', 'disgrace', '!']",True
336,971,1.3377490207065498e+18,"Who is a worse governor, @BrianKempGA of Georgia or @dougducey of Arizona??? These are two RINO Republicans who fought against me and the Republican Party harder than any Democrat. They allowed states that I won easily to be stolen. Never forget, vote them out of office!",False,False,170521,38125,2020-12-12,"Who is a worse governor, of Georgia or of Arizona??? These are two RINO Republicans who fought against me and the Republican Party harder than any Democrat. They allowed states that I won easily to be stolen. Never forget, vote them out of office!","['who', 'be', 'a', 'bad', 'governor', ',', 'of', 'georgia', 'or', 'of', 'arizona', '?', '?', '?', 'these', 'be', 'two', 'rino', 'republicans', 'who', 'fight', 'against', 'i', 'and', 'the', 'republican', 'party', 'hard', 'than', 'any', 'democrat', '.', 'they', 'allow', 'state', 'that', 'i', 'win', 'easily', 'to', 'be', 'steal', '.', 'never', 'forget', ',', 'vote', 'they', 'out', 'of', 'office', '!']",True
337,973,1.329602736053252e+18,"Look at this in Michigan! A day AFTER the election, Biden receives a dump of 134,886 votes at 6:31AM! https://t.co/CTDaWTNs29 https://t.co/nSmc2olraF",False,False,221074,68002,2020-11-20,"Look at this in Michigan! A day AFTER the election, Biden receives a dump of 134,886 votes at 6:31AM!","['look', 'at', 'this', 'in', 'michigan', '!', 'a', 'day', 'after', 'the', 'election', ',', 'biden', 'receive', 'a', 'dump', 'of', '134,886', 'vote', 'at', '6:31am', '!']",True
341,985,1.337774011376341e+18,"Wow! Thousands of people forming in Washington (D.C.) for Stop the Steal. Didn’t know about this, but I’ll be seeing them! #MAGA",False,False,358667,62252,2020-12-12,"Wow! Thousands of people forming in Washington (D.C.) for Stop the Steal. Didn’t know about this, but I’ll be seeing them! MAGA","['wow', '!', 'thousand', 'of', 'people', 'form', 'in', 'washington', '(', 'd.c.', ')', 'for', 'stop', 'the', 'steal', '.', 'do', 'not', 'know', 'about', 'this', ',', 'but', 'i', '’ll', 'be', 'see', 'they', '!', 'maga']",True
348,1005,1.3382461633680466e+18,"The RINOS that run the state voting apparatus have caused us this problem of allowing the Democrats to so blatantly cheat in their attempt to steal the election, which we won overwhelmingly. How dare they allow this massive and ridiculous Mail-In Voting to occur...",False,False,171587,35988,2020-12-13,"The RINOS that run the state voting apparatus have caused us this problem of allowing the Democrats to so blatantly cheat in their attempt to steal the election, which we won overwhelmingly. How dare they allow this massive and ridiculous Mail-In Voting to occur...","['the', 'rinos', 'that', 'run', 'the', 'state', 'voting', 'apparatus', 'have', 'cause', 'we', 'this', 'problem', 'of', 'allow', 'the', 'democrats', 'to', 'so', 'blatantly', 'cheat', 'in', 'their', 'attempt', 'to', 'steal', 'the', 'election', ',', 'which', 'we', 'win', 'overwhelmingly', '.', 'how', 'dare', 'they', 'allow', 'this', 'massive', 'and', 'ridiculous', 'mail', '-', 'in', 'voting', 'to', 'occur', '...']",True
355,1032,1.3384832000463544e+18,"“Why did the Swing States stop counting in the middle of the night?” @MariaBartiromo Because they waited to find out how many ballots they had to produce in order to steal the Rigged Election. They were so far behind that they needed time, & a fake “water main break”, to recover!",False,False,269237,62408,2020-12-14,"“Why did the Swing States stop counting in the middle of the night?” Because they waited to find out how many ballots they had to produce in order to steal the Rigged Election. They were so far behind that they needed time, & a fake “water main break”, to recover!","['""', 'why', 'do', 'the', 'swing', 'state', 'stop', 'count', 'in', 'the', 'middle', 'of', 'the', 'night', '?', '""', 'because', 'they', 'wait', 'to', 'find', 'out', 'how', 'many', 'ballot', 'they', 'have', 'to', 'produce', 'in', 'order', 'to', 'steal', 'the', 'rigged', 'election', '.', 'they', 'be', 'so', 'far', 'behind', 'that', 'they', 'need', 'time', ',', '&', 'a', 'fake', '""', 'water', 'main', 'break', '""', ',', 'to', 'recover', '!']",True
357,1044,1.338715842931024e+18,"This is BIG NEWS. Dominion Voting Machines are a disaster all over the Country. Changed the results of a landslide election. Can’t let this happen. Thank you for the genius, bravery, and patriotism of the Judge. Should get a medal! https://t.co/4WwiA83Prg",False,False,212020,54672,2020-12-15,"This is BIG NEWS. Dominion Voting Machines are a disaster all over the Country. Changed the results of a landslide election. Can’t let this happen. Thank you for the genius, bravery, and patriotism of the Judge. Should get a medal!","['this', 'be', 'big', 'news', '.', 'dominion', 'voting', 'machines', 'be', 'a', 'disaster', 'all', 'over', 'the', 'country', '.', 'change', 'the', 'result', 'of', 'a', 'landslide', 'election', '.', 'can', 'not', 'let', 'this', 'happen', '.', 'thank', 'you', 'for', 'the', 'genius', ',', 'bravery', ',', 'and', 'patriotism', 'of', 'the', 'judge', '.', 'should', 'get', 'a', 'medal', '!']",True
360,1054,1.3388718623156677e+18,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!,False,False,412404,81186,2020-12-15,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!,"['tremendous', 'evidence', 'pour', 'in', 'on', 'voter', 'fraud', '.', 'there', 'have', 'never', 'be', 'anything', 'like', 'this', 'in', 'our', 'country', '!']",True
361,1056,1.338876692073427e+18,Mo Brooks: ‘Trump Won the Electoral College‘ --- I Can Be a Part of the ‘Surrender Caucus‘ or I Can Fight for Our Country https://t.co/8BcvdpY3Qf via @BreitbartNews,False,False,180977,43655,2020-12-15,Mo Brooks: ‘Trump Won the Electoral College‘ --- I Can Be a Part of the ‘Surrender Caucus‘ or I Can Fight for Our Country via,"['mo', 'brooks', ':', ""'"", 'trump', 'won', 'the', 'electoral', 'college', ""'"", '---', 'i', 'can', 'be', 'a', 'part', 'of', 'the', ""'"", 'surrender', 'caucus', ""'"", 'or', 'i', 'can', 'fight', 'for', 'our', 'country', 'via']",True
364,1067,1.339083004216533e+18,"Trump's allies slam Mitch McConnell for congratulating Biden https://t.co/ak9nu6420L via @MailOnline. Mitch, 75,000,000 VOTES, a record for a sitting President (by a lot). Too soon to give up. Republican Party must finally learn to fight. People are angry!",False,False,154889,36751,2020-12-16,"Trump's allies slam Mitch McConnell for congratulating Biden via . Mitch, 75,000,000 VOTES, a record for a sitting President (by a lot). Too soon to give up. Republican Party must finally learn to fight. People are angry!","['trump', ""'s"", 'ally', 'slam', 'mitch', 'mcconnell', 'for', 'congratulate', 'biden', 'via', '.', 'mitch', ',', '75,000,000', 'vote', ',', 'a', 'record', 'for', 'a', 'sit', 'president', '(', 'by', 'a', 'lot', ')', '.', 'too', 'soon', 'to', 'give', 'up', '.', 'republican', 'party', 'must', 'finally', 'learn', 'to', 'fight', '.', 'people', 'be', 'angry', '!']",True
374,1106,1.339709639584338e+18,Democrats would never put up with a Presidential Election stolen by the Republicans!,False,False,353935,61718,2020-12-17,Democrats would never put up with a Presidential Election stolen by the Republicans!,"['democrats', 'would', 'never', 'put', 'up', 'with', 'a', 'presidential', 'election', 'steal', 'by', 'the', 'republicans', '!']",True
375,1107,1.3397489403805778e+18,"That’s because he is a great champion and man of courage. More Republican Senators should follow his lead. We had a landslide victory, and then it was swindled away from the Republican Party - but we caught them. Do something! https://t.co/nZU0czsZgB",False,False,144493,34751,2020-12-18,"That’s because he is a great chion and man of courage. More Republican Senators should follow his lead. We had a landslide victory, and then it was swindled away from the Republican Party - but we caught them. Do something!","['that', '’', 'because', 'he', 'be', 'a', 'great', 'chion', 'and', 'man', 'of', 'courage', '.', 'more', 'republican', 'senators', 'should', 'follow', 'his', 'lead', '.', 'we', 'have', 'a', 'landslide', 'victory', ',', 'and', 'then', 'it', 'be', 'swindle', 'away', 'from', 'the', 'republican', 'party', '-', 'but', 'we', 'catch', 'they', '.', 'do', 'something', '!']",True
380,1115,1.3234252082550866e+18,"For 47 years, Joe Biden viciously attacked Black Americans. He called young black men “super predators.” To every black American: I am asking for your vote. This is your one and only chance to show Sleepy Joe what you think of his decision to attack you, jail you, and betray you!",False,False,184143,38615,2020-11-03,"For 47 years, Joe Biden viciously attacked Black Americans. He called young black men “super predators.” To every black American: I am asking for your vote. This is your one and only chance to show Sleepy Joe what you think of his decision to attack you, jail you, and betray you!","['for', '47', 'year', ',', 'joe', 'biden', 'viciously', 'attack', 'black', 'americans', '.', 'he', 'call', 'young', 'black', 'man', '""', 'super', 'predator', '.', '""', 'to', 'every', 'black', 'american', ':', 'i', 'be', 'ask', 'for', 'your', 'vote', '.', 'this', 'be', 'your', 'one', 'and', 'only', 'chance', 'to', 'show', 'sleepy', 'joe', 'what', 'you', 'think', 'of', 'his', 'decision', 'to', 'attack', 'you', ',', 'jail', 'you', ',', 'and', 'betray', 'you', '!']",True
382,1117,1.3397684430427382e+18,"New Peter Strzok Texts Undermine Official Narrative on Start of ‘Russia Collusion‘ Investigation https://t.co/kwmNTZbsYD via @BreitbartNews. Check out last in his class John McCain, one of the most overrated people in D.C.",False,False,92780,26363,2020-12-18,"New Peter Strzok Texts Undermine Official Narrative on Start of ‘Russia Collusion‘ Investigation via . Check out last in his class John McCain, one of the most overrated people in D.C.","['new', 'peter', 'strzok', 'texts', 'undermine', 'official', 'narrative', 'on', 'start', 'of', ""'"", 'russia', 'collusion', ""'"", 'investigation', 'via', '.', 'check', 'out', 'last', 'in', 'his', 'class', 'john', 'mccain', ',', 'one', 'of', 'the', 'most', 'overrated', 'people', 'in', 'd.c.']",True
384,1120,1.323430341512622e+18,The Supreme Court decision on voting in Pennsylvania is a VERY dangerous one. It will allow rampant and unchecked cheating and will undermine our entire systems of laws. It will also induce violence in the streets. Something must be done!,False,False,0,0,2020-11-03,The Supreme Court decision on voting in Pennsylvania is a VERY dangerous one. It will allow rant and unchecked cheating and will undermine our entire systems of laws. It will also induce violence in the streets. Something must be done!,"['the', 'supreme', 'court', 'decision', 'on', 'voting', 'in', 'pennsylvania', 'be', 'a', 'very', 'dangerous', 'one', '.', 'it', 'will', 'allow', 'rant', 'and', 'unchecked', 'cheating', 'and', 'will', 'undermine', 'our', 'entire', 'system', 'of', 'law', '.', 'it', 'will', 'also', 'induce', 'violence', 'in', 'the', 'street', '.', 'something', 'must', 'be', 'do', '!']",True
391,1132,1.3234813490308792e+18,"Our prayers are with the people of Vienna after yet another vile act of terrorism in Europe. These evil attacks against innocent people must stop. The U.S. stands with Austria, France, and all of Europe in the fight against terrorists, including radical Islamic terrorists.",False,False,236684,39564,2020-11-03,"Our prayers are with the people of Vienna after yet another vile act of terrorism in Europe. These evil attacks against innocent people must stop. The U.S. stands with Austria, France, and all of Europe in the fight against terrorists, including radical Islamic terrorists.","['our', 'prayer', 'be', 'with', 'the', 'people', 'of', 'vienna', 'after', 'yet', 'another', 'vile', 'act', 'of', 'terrorism', 'in', 'europe', '.', 'these', 'evil', 'attack', 'against', 'innocent', 'people', 'must', 'stop', '.', 'the', 'u.s.', 'stand', 'with', 'austria', ',', 'france', ',', 'and', 'all', 'of', 'europe', 'in', 'the', 'fight', 'against', 'terrorist', ',', 'include', 'radical', 'islamic', 'terrorist', '.']",True
393,1134,1.339937091707351e+18,".@senatemajldr and Republican Senators have to get tougher, or you won’t have a Republican Party anymore. We won the Presidential Election, by a lot. FIGHT FOR IT. Don’t let them take it away!",False,False,212444,54898,2020-12-18,". and Republican Senators have to get tougher, or you won’t have a Republican Party anymore. We won the Presidential Election, by a lot. FIGHT FOR IT. Don’t let them take it away!","['.', 'and', 'republican', 'senators', 'have', 'to', 'get', 'tough', ',', 'or', 'you', 'will', 'not', 'have', 'a', 'republican', 'party', 'anymore', '.', 'we', 'win', 'the', 'presidential', 'election', ',', 'by', 'a', 'lot', '.', 'fight', 'for', 'it', '.', 'do', 'not', 'let', 'they', 'take', 'it', 'away', '!']",True
400,1202,1.3403061540318577e+18,"He didn’t win the Election. He lost all 6 Swing States, by a lot. They then dumped hundreds of thousands of votes in each one, and got caught. Now Republican politicians have to fight so that their great victory is not stolen. Don’t be weak fools! https://t.co/d9Bgu8XPIj",False,False,225840,64973,2020-12-19,"He didn’t win the Election. He lost all 6 Swing States, by a lot. They then dumped hundreds of thousands of votes in each one, and got caught. Now Republican politicians have to fight so that their great victory is not stolen. Don’t be weak fools!","['he', 'do', 'not', 'win', 'the', 'election', '.', 'he', 'lose', 'all', '6', 'swing', 'states', ',', 'by', 'a', 'lot', '.', 'they', 'then', 'dump', 'hundred', 'of', 'thousand', 'of', 'vote', 'in', 'each', 'one', ',', 'and', 'get', 'catch', '.', 'now', 'republican', 'politician', 'have', 'to', 'fight', 'so', 'that', 'their', 'great', 'victory', 'be', 'not', 'steal', '.', 'do', 'not', 'be', 'weak', 'fool', '!']",True
403,1208,1.3238637878254387e+18,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Poles are closed!",False,False,37660,9797,2020-11-04,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Poles are closed!","['we', 'be', 'up', 'big', ',', 'but', 'they', 'be', 'try', 'to', 'steal', 'the', 'election', '.', 'we', 'will', 'never', 'let', 'they', 'do', 'it', '.', 'vote', 'can', 'not', 'be', 'cast', 'after', 'the', 'poles', 'be', 'close', '!']",True
405,1213,1.323864823680127e+18,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed!",False,False,0,0,2020-11-04,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed!","['we', 'be', 'up', 'big', ',', 'but', 'they', 'be', 'try', 'to', 'steal', 'the', 'election', '.', 'we', 'will', 'never', 'let', 'they', 'do', 'it', '.', 'vote', 'can', 'not', 'be', 'cast', 'after', 'the', 'poll', 'be', 'closed', '!']",True
406,1215,1.342209260026024e+18,"At a meeting in Florida today, everyone was asking why aren’t the Republicans up in arms & fighting over the fact that the Democrats stole the rigged presidential election? Especially in the Senate, they said, where you helped 8 Senators win their races. How quickly they forget!",False,False,212920,50004,2020-12-24,"At a meeting in Florida today, everyone was asking why aren’t the Republicans up in arms & fighting over the fact that the Democrats stole the rigged presidential election? Especially in the Senate, they said, where you helped 8 Senators win their races. How quickly they forget!","['at', 'a', 'meeting', 'in', 'florida', 'today', ',', 'everyone', 'be', 'ask', 'why', 'be', 'not', 'the', 'republicans', 'up', 'in', 'arm', '&', 'fighting', 'over', 'the', 'fact', 'that', 'the', 'democrats', 'steal', 'the', 'rig', 'presidential', 'election', '?', 'especially', 'in', 'the', 'senate', ',', 'they', 'say', ',', 'where', 'you', 'help', '8', 'senator', 'win', 'their', 'race', '.', 'how', 'quickly', 'they', 'forget', '!']",True
409,1218,1.3240044916126188e+18,"Last night I was leading, often solidly, in many key States, in almost all instances Democrat run & controlled. Then, one by one, they started to magically disappear as surprise ballot dumps were counted. VERY STRANGE, and the “pollsters” got it completely & historically wrong!",False,False,0,0,2020-11-04,"Last night I was leading, often solidly, in many key States, in almost all instances Democrat run & controlled. Then, one by one, they started to magically disappear as surprise ballot dumps were counted. VERY STRANGE, and the “pollsters” got it completely & historically wrong!","['last', 'night', 'i', 'be', 'lead', ',', 'often', 'solidly', ',', 'in', 'many', 'key', 'states', ',', 'in', 'almost', 'all', 'instance', 'democrat', 'run', '&', 'control', '.', 'then', ',', 'one', 'by', 'one', ',', 'they', 'start', 'to', 'magically', 'disappear', 'as', 'surprise', 'ballot', 'dump', 'be', 'count', '.', 'very', 'strange', ',', 'and', 'the', '""', 'pollster', '""', 'get', 'it', 'completely', '&', 'historically', 'wrong', '!']",True
411,1221,1.3240078066940232e+18,How come every time they count Mail-In ballot dumps they are so devastating in their percentage and power of destruction?,False,False,553322,87746,2020-11-04,How come every time they count Mail-In ballot dumps they are so devastating in their percentage and power of destruction?,"['how', 'come', 'every', 'time', 'they', 'count', 'mail', '-', 'in', 'ballot', 'dump', 'they', 'be', 'so', 'devastating', 'in', 'their', 'percentage', 'and', 'power', 'of', 'destruction', '?']",True
412,1223,1.342245390540804e+18,"I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!",False,False,336363,77029,2020-12-24,"I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!","['i', 'save', 'at', 'least', '8', 'republican', 'senators', ',', 'include', 'mitch', ',', 'from', 'lose', 'in', 'the', 'last', 'rigged', '(', 'for', 'president', ')', 'election', '.', 'now', 'they', '(', 'almost', 'all', ')', 'sit', 'back', 'and', 'watch', 'i', 'fight', 'against', 'a', 'crooked', 'and', 'vicious', 'foe', ',', 'the', 'radical', 'left', 'democrats', '.', 'i', 'will', 'never', 'forget', '!']",True
420,1237,1.3241082068015636e+18,.....there was a large number of secretly dumped ballots as has been widely reported!,False,False,0,0,2020-11-04,.....there was a large number of secretly dumped ballots as has been widely reported!,"['.....', 'there', 'be', 'a', 'large', 'number', 'of', 'secretly', 'dump', 'ballot', 'as', 'have', 'be', 'widely', 'report', '!']",True
431,1256,1.3428174969240863e+18,"If a Democrat Presidential Candidate had an Election Rigged & Stolen, with proof of such acts at a level never seen before, the Democrat Senators would consider it an act of war, and fight to the death. Mitch & the Republicans do NOTHING, just want to let it pass. NO FIGHT!",False,False,243192,62140,2020-12-26,"If a Democrat Presidential Candidate had an Election Rigged & Stolen, with proof of such acts at a level never seen before, the Democrat Senators would consider it an act of war, and fight to the death. Mitch & the Republicans do NOTHING, just want to let it pass. NO FIGHT!","['if', 'a', 'democrat', 'presidential', 'candidate', 'have', 'an', 'election', 'rigged', '&', 'stolen', ',', 'with', 'proof', 'of', 'such', 'act', 'at', 'a', 'level', 'never', 'see', 'before', ',', 'the', 'democrat', 'senators', 'would', 'consider', 'it', 'an', 'act', 'of', 'war', ',', 'and', 'fight', 'to', 'the', 'death', '.', 'mitch', '&', 'the', 'republicans', 'do', 'nothing', ',', 'just', 'want', 'to', 'let', 'it', 'pass', '.', 'no', 'fight', '!']",True
437,1263,1.3428260197456404e+18,"Where the hell is the Durham Report? They spied on my campaign, colluded with Russia (and others), and got caught. Read the Horowitz Reports about Comey & McCabe. Even the Fake News @nytimes said “bad”. They tried it all, and failed, so now they are trying to steal the election!",False,False,225539,60922,2020-12-26,"Where the hell is the Durham Report? They spied on my caign, colluded with Russia (and others), and got caught. Read the Horowitz Reports about Comey & McCabe. Even the Fake News said “bad”. They tried it all, and failed, so now they are trying to steal the election!","['where', 'the', 'hell', 'be', 'the', 'durham', 'report', '?', 'they', 'spy', 'on', 'my', 'caign', ',', 'collude', 'with', 'russia', '(', 'and', 'other', ')', ',', 'and', 'get', 'catch', '.', 'read', 'the', 'horowitz', 'reports', 'about', 'comey', '&', 'mccabe', '.', 'even', 'the', 'fake', 'news', 'say', '""', 'bad', '""', '.', 'they', 'try', 'it', 'all', ',', 'and', 'fail', ',', 'so', 'now', 'they', 'be', 'try', 'to', 'steal', 'the', 'election', '!']",True
447,1282,1.343066231222448e+18,"Michigan AG Dana Nessel Pursues Sanctions Against Lawyers Questioning Election https://t.co/Hb5xckedoN via @BreitbartNews  These lawyers are true patriots who are fighting for the truth and, obviously, getting very close. AG should be sanctioned. Fight on!",False,False,133843,39085,2020-12-27,"Michigan AG Dana Nessel Pursues Sanctions Against Lawyers Questioning Election via These lawyers are true patriots who are fighting for the truth and, obviously, getting very close. AG should be sanctioned. Fight on!","['michigan', 'ag', 'dana', 'nessel', 'pursues', 'sanctions', 'against', 'lawyers', 'questioning', 'election', 'via', 'these', 'lawyer', 'be', 'true', 'patriot', 'who', 'be', 'fight', 'for', 'the', 'truth', 'and', ',', 'obviously', ',', 'get', 'very', 'close', '.', 'ag', 'should', 'be', 'sanction', '.', 'fight', 'on', '!']",True
455,1299,1.3411384090925097e+18,...Republicans in Wisconsin should take these 3 strong decisions to their State Legislators and overturn this ridiculous State Election. We won in a LANDSLIDE!,False,False,163161,34920,2020-12-21,...Republicans in Wisconsin should take these 3 strong decisions to their State Legislators and overturn this ridiculous State Election. We won in a LANDSLIDE!,"['...', 'republicans', 'in', 'wisconsin', 'should', 'take', 'these', '3', 'strong', 'decision', 'to', 'their', 'state', 'legislators', 'and', 'overturn', 'this', 'ridiculous', 'state', 'election', '.', 'we', 'win', 'in', 'a', 'landslide', '!']",True
459,1304,1.3429743708226929e+18,"Time for Republican Senators to step up and fight for the Presidency, like the Democrats would do if they had actually won. The proof is irrefutable! Massive late night mail-in ballot drops in swing states, stuffing the ballot boxes (on video), double voters, dead voters,",False,False,301486,78897,2020-12-26,"Time for Republican Senators to step up and fight for the Presidency, like the Democrats would do if they had actually won. The proof is irrefutable! Massive late night mail-in ballot drops in swing states, stuffing the ballot boxes (on video), double voters, dead voters,","['time', 'for', 'republican', 'senators', 'to', 'step', 'up', 'and', 'fight', 'for', 'the', 'presidency', ',', 'like', 'the', 'democrats', 'would', 'do', 'if', 'they', 'have', 'actually', 'win', '.', 'the', 'proof', 'be', 'irrefutable', '!', 'massive', 'late', 'night', 'mail', '-', 'in', 'ballot', 'drop', 'in', 'swing', 'state', ',', 'stuff', 'the', 'ballot', 'box', '(', 'on', 'video', ')', ',', 'double', 'voter', ',', 'dead', 'voter', ',']",True
480,1330,1.3254423453960397e+18,"....Where it mattered, they stole what they had to steal. @newtgingrich",False,False,301212,48130,2020-11-08,"....Where it mattered, they stole what they had to steal.","['....', 'where', 'it', 'matter', ',', 'they', 'steal', 'what', 'they', 'have', 'to', 'steal', '.']",True
481,1331,1.325442336957018e+18,"“We believe these people are thieves. The big city machines are corrupt. This was a stolen election. Best pollster in Britain wrote this morning that this clearly was a stolen election, that it’s impossible to imagine that Biden outran Obama in some of these states.",False,False,516040,101484,2020-11-08,"“We believe these people are thieves. The big city machines are corrupt. This was a stolen election. Best pollster in Britain wrote this morning that this clearly was a stolen election, that it’s impossible to imagine that Biden outran Obama in some of these states.","['""', 'we', 'believe', 'these', 'people', 'be', 'thief', '.', 'the', 'big', 'city', 'machine', 'be', 'corrupt', '.', 'this', 'be', 'a', 'steal', 'election', '.', 'good', 'pollster', 'in', 'britain', 'write', 'this', 'morning', 'that', 'this', 'clearly', 'be', 'a', 'steal', 'election', ',', 'that', 'it', '’', 'impossible', 'to', 'imagine', 'that', 'biden', 'outrun', 'obama', 'in', 'some', 'of', 'these', 'state', '.']",True
