,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas
6,1.3258849771128832e+18,The threshold identification of Ballots is turning out to be even bigger than originally anticipated. A very large number of Ballots are impacted. Stay tuned!,False,False,493076,100609,2020-11-09,The threshold identification of Ballots is turning out to be even bigger than originally anticipated. A very large number of Ballots are impacted. Stay tuned!,The threshold identification of Ballots is turning out to be even bigger than originally anticipated. A very large number of Ballots are impacted. Stay tuned!,"['the', 'threshold', 'identification', 'of', 'ballot', 'be', 'turn', 'out', 'to', 'be', 'even', 'big', 'than', 'originally', 'anticipate', '.', 'a', 'very', 'large', 'number', 'of', 'ballot', 'be', 'impact', '.', 'stay', 'tune', '!']"
11,1.325889532840063e+18,"Nevada is turning out to be a cesspool of Fake Votes. @mschlapp & @AdamLaxalt are finding things that, when released, will be absolutely shocking!",False,False,363489,78378,2020-11-09,"Nevada is turning out to be a cesspool of Fake Votes. & are finding things that, when released, will be absolutely shocking!","Nevada is turning out to be a cesspool of Fake Votes. & are finding things that, when released, will be absolutely shocking!","['nevada', 'be', 'turn', 'out', 'to', 'be', 'a', 'cesspool', 'of', 'fake', 'votes', '.', '&', 'be', 'find', 'thing', 'that', ',', 'when', 'release', ',', 'will', 'be', 'absolutely', 'shocking', '!']"
14,1.3258953809832755e+18,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,False,False,479292,81458,2020-11-09,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,"['pennsylvania', 'prevent', 'we', 'from', 'watch', 'much', 'of', 'the', 'ballot', 'count', '.', 'unthinkable', 'and', 'illegal', 'in', 'this', 'country', '.']"
16,1.3258963695346074e+18,"Georgia will be a big presidential win, as it was the night of the Election!",False,False,637719,94570,2020-11-09,"Georgia will be a big presidential win, as it was the night of the Election!","Georgia will be a big presidential win, as it was the night of the Election!","['georgia', 'will', 'be', 'a', 'big', 'presidential', 'win', ',', 'as', 'it', 'be', 'the', 'night', 'of', 'the', 'election', '!']"
18,1.3461109560788173e+18,"How can you certify an election when the numbers being certified are verifiably WRONG. You will see the real numbers tonight during my speech, but especially on JANUARY 6th. @SenTomCotton Republicans have pluses & minuses, but one thing is sure, THEY NEVER FORGET!",False,False,211508,56945,2021-01-04,"How can you certify an election when the numbers being certified are verifiably WRONG. You will see the real numbers tonight during my speech, but especially on JANUARY 6th. Republicans have pluses & minuses, but one thing is sure, THEY NEVER FORGET!","How can you certify an election when the numbers being certified are verifiably WRONG. You will see the real numbers tonight during my speech, but especially on JANUARY 6th. Republicans have pluses & minuses, but one thing is sure, THEY NEVER FORGET!","['how', 'can', 'you', 'certify', 'an', 'election', 'when', 'the', 'number', 'be', 'certify', 'be', 'verifiably', 'wrong', '.', 'you', 'will', 'see', 'the', 'real', 'number', 'tonight', 'during', 'my', 'speech', ',', 'but', 'especially', 'on', 'january', '6th', '.', 'republicans', 'have', 'plus', '&', 'minus', ',', 'but', 'one', 'thing', 'be', 'sure', ',', 'they', 'never', 'forget', '!']"
20,1.3461124441088369e+18,"“We’ve seen in the last few months, unprecedented amounts of Voter Fraud.” @SenTedCruz  True!",False,False,249177,53966,2021-01-04,"“We’ve seen in the last few months, unprecedented amounts of Voter Fraud.” True!","“We’ve seen in the last few months, unprecedented amounts of Voter Fraud.” True!","['""', 'we', '’ve', 'see', 'in', 'the', 'last', 'few', 'month', ',', 'unprecedented', 'amount', 'of', 'voter', 'fraud', '.', '""', 'true', '!']"
22,1.3461206456131502e+18,"The “Surrender Caucus” within the Republican Party will go down in infamy as weak and ineffective “guardians” of our Nation, who were willing to accept the certification of fraudulent presidential numbers!",False,False,235516,60242,2021-01-04,"The “Surrender Caucus” within the Republican Party will go down in infamy as weak and ineffective “guardians” of our Nation, who were willing to accept the certification of fraudulent presidential numbers!","The “Surrender Caucus” within the Republican Party will go down in infamy as weak and ineffective “guardians” of our Nation, who were willing to accept the certification of fraudulent presidential numbers!","['the', '""', 'surrender', 'caucus', '""', 'within', 'the', 'republican', 'party', 'will', 'go', 'down', 'in', 'infamy', 'as', 'weak', 'and', 'ineffective', '""', 'guardians', '""', 'of', 'our', 'nation', ',', 'who', 'be', 'willing', 'to', 'accept', 'the', 'certification', 'of', 'fraudulent', 'presidential', 'number', '!']"
29,1.3462392278272655e+18,Heading to Georgia now. See you soon!,False,False,313859,38244,2021-01-04,Heading to Georgia now. See you soon!,Heading to Georgia now. See you soon!,"['head', 'to', 'georgia', 'now', '.', 'see', 'you', 'soon', '!']"
30,1.3259561846130196e+18,"This is good news, it means I won! 
cc: @RepDougCollins @SecretarySonny https://t.co/zO4AlPF8O0",False,False,258866,55635,2020-11-10,"This is good news, it means I won! cc:","This is good news, it means I won! cc:","['this', 'be', 'good', 'news', ',', 'it', 'mean', 'i', 'win', '!', 'cc', ':']"
32,1.329054683441279e+18,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY! https://t.co/9coP3R44UQ,False,False,246973,54880,2020-11-18,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY!,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY!,"['...', 'and', 'i', 'won', 'the', 'election', '.', 'voter', 'fraud', 'all', 'over', 'the', 'country', '!']"
33,1.328328547598e+18,Dominion is running our Election. Rigged! https://t.co/xvwrpLpAZa,False,False,163578,40680,2020-11-16,Dominion is running our Election. Rigged!,Dominion is running our Election. Rigged!,"['dominion', 'be', 'run', 'our', 'election', '.', 'rig', '!']"
34,1.3259611163595162e+18,"...The worst polling ever, and then they’ll be back in four years to do it again. This is much more then voter and campaign finance suppression!",False,False,156817,28082,2020-11-10,"...The worst polling ever, and then they’ll be back in four years to do it again. This is much more then voter and caign finance suppression!","...The worst polling ever, and then they’ll be back in four years to do it again. This is much more then voter and caign finance suppression!","['...', 'the', 'bad', 'polling', 'ever', ',', 'and', 'then', 'they', '’ll', 'be', 'back', 'in', 'four', 'year', 'to', 'do', 'it', 'again', '.', 'this', 'be', 'much', 'more', 'then', 'voter', 'and', 'caign', 'finance', 'suppression', '!']"
37,1.3283303031030006e+18,I strongly stand with Kelly & David. They are both great and MUST WIN! https://t.co/eqr95Lc2aC,False,False,122871,21461,2020-11-16,I strongly stand with Kelly & David. They are both great and MUST WIN!,I strongly stand with Kelly & David. They are both great and MUST WIN!,"['i', 'strongly', 'stand', 'with', 'kelly', '&', 'david', '.', 'they', 'be', 'both', 'great', 'and', 'must', 'win', '!']"
39,1.3259614450629386e+18,"As I have long said, @Pfizer and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the @US_FDA should have announced it earlier, not for political purposes, but for saving lives!",False,False,292245,59870,2020-11-10,"As I have long said, and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the  FDA should have announced it earlier, not for political purposes, but for saving lives!","As I have long said, and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the  FDA should have announced it earlier, not for political purposes, but for saving lives!","['as', 'i', 'have', 'long', 'say', ',', 'and', 'the', 'other', 'would', 'only', 'announce', 'a', 'vaccine', 'after', 'the', 'election', ',', 'because', 'they', 'do', 'not', 'have', 'the', 'courage', 'to', 'do', 'it', 'before', '.', 'likewise', ',', 'the', ' ', 'fda', 'should', 'have', 'announce', 'it', 'early', ',', 'not', 'for', 'political', 'purpose', ',', 'but', 'for', 'save', 'life', '!']"
40,1.325961115352838e+18,"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...",False,False,152654,27735,2020-11-10,"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...","...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...","['...', 'abc', '/', 'wapo', 'have', 'i', 'down', '17', 'point', 'in', 'wisconsin', ',', 'the', 'day', 'before', 'the', 'election', ',', 'and', 'i', 'won', '!', 'in', 'iowa', ',', 'the', 'poll', 'have', 'we', '4', 'point', 'down', ',', 'and', 'i', 'win', 'by', '8.2', '%', '!', 'fox', 'news', 'and', 'quinnipiac', 'be', 'wrong', 'on', 'everything', '...']"
41,1.3259611145140388e+18,".@FoxNews, @QuinnipiacPoll, ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tampering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...",False,False,254530,53987,2020-11-10,"., , ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...","., , ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...","['.', ',', ',', 'abc', '/', 'wapo', ',', 'nbc', '/', 'wsj', 'be', 'so', 'inaccurate', 'with', 'their', 'poll', 'on', 'i', ',', 'that', 'it', 'really', 'be', 'tere', 'with', 'an', 'election', '.', 'they', 'be', 'so', 'far', 'off', 'in', 'their', 'polling', ',', 'and', 'in', 'their', 'attempt', 'to', 'suppress', '-', 'that', 'they', 'should', 'be', 'call', 'out', 'for', 'election', 'interference', '...']"
42,1.346469204740903e+18,"Pleased to announce that @KLoeffler & @sendavidperdue have just joined our great #StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!",False,False,177332,42347,2021-01-05,"Pleased to announce that & have just joined our great StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!","Pleased to announce that & have just joined our great StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!","['pleased', 'to', 'announce', 'that', '&', 'have', 'just', 'join', 'our', 'great', 'stopthesteal', 'group', 'of', 'senators', '.', 'they', 'will', 'fight', 'the', 'ridiculous', 'electoral', 'college', 'certification', 'of', 'biden', '.', 'how', 'do', 'you', 'certify', 'number', 'that', 'have', 'now', 'prove', 'to', 'be', 'wrong', 'and', ',', 'in', 'many', 'case', ',', 'fraudulent', '!']"
43,1.3259616723438756e+18,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",False,False,332731,56327,2020-11-10,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the  FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!","If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the  FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!","['if', 'joe', 'biden', 'be', 'president', ',', 'you', 'would', 'not', 'have', 'the', 'vaccine', 'for', 'another', 'four', 'year', ',', 'nor', 'would', 'the', ' ', 'fda', 'have', 'ever', 'approve', 'it', 'so', 'quickly', '.', 'the', 'bureaucracy', 'would', 'have', 'destroy', 'million', 'of', 'life', '!']"
44,1.3259622033469727e+18,"The @US_FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!",False,False,378553,71310,2020-11-10,"The  FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!","The  FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!","['the', ' ', 'fda', 'and', 'the', 'democrats', 'do', 'not', 'want', 'to', 'have', 'i', 'get', 'a', 'vaccine', 'win', ',', 'prior', 'to', 'the', 'election', ',', 'so', 'instead', 'it', 'come', 'out', 'five', 'day', 'later', '–', 'as', 'i', '’ve', 'say', 'all', 'along', '!']"
47,1.3283382412846162e+18,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!,False,False,254635,50961,2020-11-16,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!,"['the', 'fake', 'recount', 'go', 'on', 'in', 'georgia', 'mean', 'nothing', 'because', 'they', 'be', 'not', 'allow', 'signature', 'to', 'be', 'look', 'at', 'and', 'verify', '.', 'break', 'the', 'unconstitutional', 'consent', 'decree', '!']"
48,1.3464721116032164e+18,"Georgia, get out and VOTE for two great Senators, @KLoeffler and @sendavidperdue. So important to do so!",False,False,215340,41746,2021-01-05,"Georgia, get out and VOTE for two great Senators, and . So important to do so!","Georgia, get out and VOTE for two great Senators, and . So important to do so!","['georgia', ',', 'get', 'out', 'and', 'vote', 'for', 'two', 'great', 'senator', ',', 'and', '.', 'so', 'important', 'to', 'do', 'so', '!']"
50,1.3290979467769403e+18,"FLOYD COUNTY, GEORGIA! 
https://t.co/mIZ5rmdkvw",False,False,182698,52653,2020-11-18,"FLOYD COUNTY, GEORGIA!","FLOYD COUNTY, GEORGIA!","['floyd', 'county', ',', 'georgia', '!']"
52,1.3464883141577974e+18,The Vice President has the power to reject fraudulently chosen electors.,False,False,429984,90069,2021-01-05,The Vice President has the power to reject fraudulently chosen electors.,The Vice President has the power to reject fraudulently chosen electors.,"['the', 'vice', 'president', 'have', 'the', 'power', 'to', 'reject', 'fraudulently', 'choose', 'elector', '.']"
53,1.3290647871421727e+18,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more! https://t.co/YDh7A7wxLW",False,False,141951,33060,2020-11-18,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more!","This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more!","['this', 'be', 'a', 'rig', 'election', '.', 'no', 'republican', 'poll', 'watchers', 'allow', ',', 'voting', 'machine', '""', 'glitch', '""', 'all', 'over', 'the', 'place', '(', 'mean', 'they', 'get', 'catch', 'cheating', '!', ')', ',', 'vote', 'after', 'election', 'end', ',', 'and', 'so', 'much', 'more', '!']"
57,1.3465214476493906e+18,"Reports are coming out of the 12th Congressional District of Georgia that Dominion Machines are not working in certain Republican Strongholds for over an hour. Ballots are being left in lock boxes, hopefully they count them. Thank you Congressman @RickAllen!",False,False,198868,54896,2021-01-05,"Reports are coming out of the 12th Congressional District of Georgia that Dominion Machines are not working in certain Republican Strongholds for over an hour. Ballots are being left in lock boxes, hopefully they count them. Thank you Congressman !","Reports are coming out of the 12th Congressional District of Georgia that Dominion Machines are not working in certain Republican Strongholds for over an hour. Ballots are being left in lock boxes, hopefully they count them. Thank you Congressman !","['report', 'be', 'come', 'out', 'of', 'the', '12th', 'congressional', 'district', 'of', 'georgia', 'that', 'dominion', 'machines', 'be', 'not', 'work', 'in', 'certain', 'republican', 'strongholds', 'for', 'over', 'an', 'hour', '.', 'ballot', 'be', 'be', 'leave', 'in', 'lock', 'box', ',', 'hopefully', 'they', 'count', 'they', '.', 'thank', 'you', 'congressman', '!']"
59,1.3295217710417265e+18,We withdrew because we won! https://t.co/aMoNQXEj4z,False,False,191015,36464,2020-11-19,We withdrew because we won!,We withdrew because we won!,"['we', 'withdraw', 'because', 'we', 'win', '!']"
60,1.3465383178070344e+18,GEORGIA! Get out today and VOTE for @KLoeffler and @Perduesenate! https://t.co/YKiSx7d7lp,False,False,166781,33228,2021-01-05,GEORGIA! Get out today and VOTE for and !,GEORGIA! Get out today and VOTE for and !,"['georgia', '!', 'get', 'out', 'today', 'and', 'vote', 'for', 'and', '!']"
63,1.3465787064379638e+18,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!",False,False,328137,82574,2021-01-05,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!","Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!","['washington', 'be', 'be', 'inundate', 'with', 'people', 'who', 'do', 'not', 'want', 'to', 'see', 'an', 'election', 'victory', 'steal', 'by', 'emboldened', 'radical', 'left', 'democrats', '.', 'our', 'country', 'have', 'have', 'enough', ',', 'they', 'will', 'not', 'take', 'it', 'anymore', '!', 'we', 'hear', 'you', '(', 'and', 'love', 'you', ')', 'from', 'the', 'oval', 'office', '.', 'make', 'america', 'great', 'again', '!']"
64,1.3295214295750492e+18,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election https://t.co/d8YFhFzA5w via @BreitbartNews Rigged Election!,False,False,115529,25660,2020-11-19,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election via Rigged Election!,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election via Rigged Election!,"['nolte', ':', 'top', 'pollster', 'find', '47', '%', 'say', ""'"", 'likely', ""'"", 'democrats', 'steal', 'election', 'via', 'rigged', 'election', '!']"
66,1.3261479135426683e+18,"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.” @MariaBartiromo",False,False,302777,56646,2020-11-10,"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.”","“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.”","['""', 'president', 'trump', 'tell', 'we', 'for', 'some', 'time', 'we', 'would', 'be', 'get', 'a', 'vaccine', 'by', 'the', 'end', 'of', 'the', 'year', 'and', 'people', 'laugh', 'at', 'he', ',', 'and', 'here', 'we', 'be', 'with', 'pfizer', 'get', 'fda', 'approval', 'by', 'the', 'end', 'of', 'this', 'month', '.', 'he', 'be', 'right', '.', '""']"
67,1.3465803187452068e+18,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen. @senatemajldr @JohnCornyn @SenJohnThune",False,False,210988,55852,2021-01-05,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen.","I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen.","['i', 'hope', 'the', 'democrats', ',', 'and', 'even', 'more', 'importantly', ',', 'the', 'weak', 'and', 'ineffective', 'rino', 'section', 'of', 'the', 'republican', 'party', ',', 'be', 'look', 'at', 'the', 'thousand', 'of', 'people', 'pour', 'into', 'd.c.', 'they', 'will', 'not', 'stand', 'for', 'a', 'landslide', 'election', 'victory', 'to', 'be', 'steal', '.']"
68,1.329478149609042e+18,"Lawyers now on @newsmax, @OANN & maybe @FoxNews. An open and shut case of voter fraud. Massive numbers!",False,False,300663,60309,2020-11-19,"Lawyers now on , & maybe . An open and shut case of voter fraud. Massive numbers!","Lawyers now on , & maybe . An open and shut case of voter fraud. Massive numbers!","['lawyer', 'now', 'on', ',', '&', 'maybe', '.', 'an', 'open', 'and', 'shut', 'case', 'of', 'voter', 'fraud', '.', 'massive', 'number', '!']"
70,1.3294056827062477e+18,"Voter Fraud in Detroit is rampant, and has been for many years!",False,False,300049,50116,2020-11-19,"Voter Fraud in Detroit is rant, and has been for many years!","Voter Fraud in Detroit is rant, and has been for many years!","['voter', 'fraud', 'in', 'detroit', 'be', 'rant', ',', 'and', 'have', 'be', 'for', 'many', 'year', '!']"
71,1.3261490412484076e+18,"“Only because of President Trump, we are going to have a Vaccine by the end of the year.”  Ronny Jackson, Texas Congressman-Elect",False,False,375658,56155,2020-11-10,"“Only because of President Trump, we are going to have a Vaccine by the end of the year.” Ronny Jackson, Texas Congressman-Elect","“Only because of President Trump, we are going to have a Vaccine by the end of the year.” Ronny Jackson, Texas Congressman-Elect","['""', 'only', 'because', 'of', 'president', 'trump', ',', 'we', 'be', 'go', 'to', 'have', 'a', 'vaccine', 'by', 'the', 'end', 'of', 'the', 'year', '.', '""', 'ronny', 'jackson', ',', 'texas', 'congressman', '-', 'elect']"
72,1.3465835372569764e+18,"Antifa is a Terrorist Organization, stay out of Washington. Law enforcement is watching you very closely! @DeptofDefense @TheJusticeDept @DHSgov @DHS_Wolf @SecBernhardt @SecretService @FBI",False,False,273329,71140,2021-01-05,"Antifa is a Terrorist Organization, stay out of Washington. Law enforcement is watching you very closely!  Wolf","Antifa is a Terrorist Organization, stay out of Washington. Law enforcement is watching you very closely!  Wolf","['antifa', 'be', 'a', 'terrorist', 'organization', ',', 'stay', 'out', 'of', 'washington', '.', 'law', 'enforcement', 'be', 'watch', 'you', 'very', 'closely', '!', ' ', 'wolf']"
74,1.329459995893764e+18,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” @OANN",False,False,249157,58056,2020-11-19,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.”","“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.”","['""', 'evidence', 'of', 'voter', 'fraud', 'continue', 'to', 'grow', ',', 'include', '20,000', 'dead', 'people', 'on', 'the', 'pennsylvania', 'voter', 'roll', 'and', 'many', 'thousand', 'all', 'over', 'the', 'country', '.', 'now', ',', 'there', 'have', 'be', 'an', 'artificial', 'number', 'of', 'vote', 'in', 'favor', 'of', 'joe', 'biden', '.', '""']"
75,1.3294241341666875e+18,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough! @BrianKempGA",False,False,217844,47813,2020-11-19,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough!","Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough!","['almost', 'zero', 'ballot', 'reject', 'in', 'georgia', 'this', 'election', '.', 'in', 'year', 'past', ',', 'close', 'to', '4', '%', '.', 'not', 'possible', '.', 'must', 'have', 'signature', 'check', 'on', 'envelope', 'now', '.', 'very', 'easy', 'to', 'do', '.', 'dem', 'fight', 'because', 'they', 'get', 'catch', '.', 'far', 'more', 'vote', 'than', 'need', 'for', 'flip', '.', 'republican', 'must', 'get', 'tough', '!']"
76,1.3319871717005107e+18,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.",False,False,496524,98943,2020-11-26,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.","Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.","['just', 'see', 'the', 'vote', 'tabulation', '.', 'there', 'be', 'no', 'way', 'biden', 'get', '80,000,000', 'vote', '!', '!', '!', 'this', 'be', 'a', '100', '%', 'rigged', 'election', '.']"
78,1.3261587608265605e+18,WE WILL WIN!,False,False,1023598,164891,2020-11-10,WE WILL WIN!,WE WILL WIN!,"['we', 'will', 'win', '!']"
80,1.3261861267098214e+18,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!",False,False,420361,74544,2020-11-10,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!","WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!","['watch', 'for', 'massive', 'ballot', 'counting', 'abuse', 'and', ',', 'just', 'like', 'the', 'early', 'vaccine', ',', 'remember', 'i', 'tell', 'you', 'so', '!']"
82,1.3261862971579638e+18,BALLOT COUNTING ABUSE!,False,False,525218,77977,2020-11-10,BALLOT COUNTING ABUSE!,BALLOT COUNTING ABUSE!,"['ballot', 'counting', 'abuse', '!']"
85,1.3297600153144648e+18,A Rigged Election! https://t.co/dAviFrkEP4,False,False,242642,52267,2020-11-20,A Rigged Election!,A Rigged Election!,"['a', 'rigged', 'election', '!']"
86,1.3320622590787215e+18,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! https://t.co/N28yIoRsm5",False,False,145048,31529,2020-11-26,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand!","A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand!","['a', 'total', 'fraud', '.', 'statehouse', 'republicans', ',', 'proud', ',', 'strong', 'and', 'honest', ',', 'will', 'never', 'let', 'this', 'travesty', 'stand', '!']"
87,1.346659909492998e+18,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,False,False,331427,77805,2021-01-06,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,"['look', 'like', 'they', 'be', 'set', 'up', 'a', 'big', '""', 'voter', 'dump', '""', 'against', 'the', 'republican', 'candidate', '.', 'wait', 'to', 'see', 'how', 'many', 'vote', 'they', 'need', '?']"
88,1.3261908000704717e+18,Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Travesty.” Legal scholars agree!,False,False,318729,61594,2020-11-10,Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Travesty.” Legal scholars agree!,Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Travesty.” Legal scholars agree!,"['highly', 'respected', 'ken', 'starr', ':', '""', 'pennsylvania', '’s', 'three', '-', 'day', 'extension', 'of', 'the', 'mail', '-', 'in', 'ballot', 'deadline', 'be', 'a', 'constitutional', 'travesty', '.', '""', 'legal', 'scholar', 'agree', '!']"
89,1.329761125404205e+18,Will use these charts in court case. The Election was a HOAX. Thank you Justin! https://t.co/9Ue7ysDIVb,False,False,136898,34188,2020-11-20,Will use these charts in court case. The Election was a HOAX. Thank you Justin!,Will use these charts in court case. The Election was a HOAX. Thank you Justin!,"['will', 'use', 'these', 'chart', 'in', 'court', 'case', '.', 'the', 'election', 'be', 'a', 'hoax', '.', 'thank', 'you', 'justin', '!']"
