,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas
605,1.3280551969042514e+18,"John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!",False,False,355884,61089,2020-11-15,"John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!","John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!","['john', 'bolton', 'be', 'one', 'of', 'the', 'dumb', 'people', 'in', 'government', 'that', 'i', '’ve', 'have', 'the', '""', 'pleasure', '""', 'to', 'work', 'with', '.', 'a', 'sullen', ',', 'dull', 'and', 'quiet', 'guy', ',', 'he', 'add', 'nothing', 'to', 'national', 'security', 'except', ',', '""', 'gee', ',', 'let', '’s', 'go', 'to', 'war', '.', '""', 'also', ',', 'illegally', 'release', 'much', 'classified', 'information', '.', 'a', 'real', 'dope', '!']"
607,1.3349916114036408e+18,Watch @SeanHannity tonight at 9:00 P.M. Eastern — story on Voter Fraud!,False,False,124057,20758,2020-12-04,Watch tonight at 9:00 P.M. Eastern — story on Voter Fraud!,Watch tonight at 9:00 P.M. Eastern — story on Voter Fraud!,"['watch', 'tonight', 'at', '9:00', 'p.m.', 'eastern', '—', 'story', 'on', 'voter', 'fraud', '!']"
610,1.334993249082237e+18,"Thank you to Senate President Karen Fann and House Speaker Russell Bowers – and all, for what you are doing in Arizona. A fast check of signatures will easily give us the state. Votes against have been reduced to a very small number! https://t.co/NIGpkJHyoY https://t.co/gJIozjtyES",False,False,86211,23452,2020-12-04,"Thank you to Senate President Karen Fann and House Speaker Russell Bowers – and all, for what you are doing in Arizona. A fast check of signatures will easily give us the state. Votes against have been reduced to a very small number!","Thank you to Senate President Karen Fann and House Speaker Russell Bowers – and all, for what you are doing in Arizona. A fast check of signatures will easily give us the state. Votes against have been reduced to a very small number!","['thank', 'you', 'to', 'senate', 'president', 'karen', 'fann', 'and', 'house', 'speaker', 'russell', 'bowers', '–', 'and', 'all', ',', 'for', 'what', 'you', 'be', 'do', 'in', 'arizona', '.', 'a', 'fast', 'check', 'of', 'signature', 'will', 'easily', 'give', 'we', 'the', 'state', '.', 'vote', 'against', 'have', 'be', 'reduce', 'to', 'a', 'very', 'small', 'number', '!']"
612,1.328089401008808e+18,"WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted https://t.co/179yDCbZou via @BreitbartNews. These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!",False,False,106849,31579,2020-11-15,"WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted via . These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!","WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted via . These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!","['watch', ':', 'd.c.', 'cops', 'direct', 'trump', '-', 'supporters', 'into', 'gauntlet', 'of', 'protesters', ',', 'do', 'nothing', 'when', 'they', 'be', 'assault', 'via', '.', 'these', 'thug', 'and', 'lowlife', 'only', 'stalk', 'and', 'attack', 'when', 'most', 'of', 'the', 'ten', 'of', 'thousand', 'of', 'people', 'have', 'leave', 'town', '.', 'ran', 'away', 'early', '!']"
614,1.328093294782509e+18,We won’t let a RIGGED ELECTION steal our Country! https://t.co/r0H4ZcDkHv,False,False,270740,62410,2020-11-15,We won’t let a RIGGED ELECTION steal our Country!,We won’t let a RIGGED ELECTION steal our Country!,"['we', 'will', 'not', 'let', 'a', 'rigged', 'election', 'steal', 'our', 'country', '!']"
619,1.3350019114608435e+18,"See you tomorrow night at 7PM, Valdosta, Georgia! https://t.co/Or9WioLiVk",False,False,122587,25144,2020-12-04,"See you tomorrow night at 7PM, Valdosta, Georgia!","See you tomorrow night at 7PM, Valdosta, Georgia!","['see', 'you', 'tomorrow', 'night', 'at', '7pm', ',', 'valdosta', ',', 'georgia', '!']"
629,1.3281009455705006e+18,"Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, & the outrage of things that were done to change the outcome, will soon be filed!",False,False,343592,72974,2020-11-15,"Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, & the outrage of things that were done to change the outcome, will soon be filed!","Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, & the outrage of things that were done to change the outcome, will soon be filed!","['many', 'of', 'the', 'court', 'case', 'be', 'file', 'all', 'over', 'the', 'country', 'be', 'not', 'ours', ',', 'but', 'rather', 'those', 'of', 'people', 'that', 'have', 'see', 'horrible', 'abuse', '.', 'our', 'big', 'case', 'show', 'the', 'unconstitutionality', 'of', 'the', '2020', 'election', ',', '&', 'the', 'outrage', 'of', 'thing', 'that', 'be', 'do', 'to', 'change', 'the', 'outcome', ',', 'will', 'soon', 'be', 'file', '!']"
634,1.3281524667524915e+18,"....owned Dominion Voting Systems, turned down by Texas and many others because it was not good or secure, those responsible for the safeguarding of our Constitution cannot allow the Fake results of the 2020 Mail-In Election to stand. The World is watching!",False,False,189222,34749,2020-11-16,"....owned Dominion Voting Systems, turned down by Texas and many others because it was not good or secure, those responsible for the safeguarding of our Constitution cannot allow the Fake results of the 2020 Mail-In Election to stand. The World is watching!","....owned Dominion Voting Systems, turned down by Texas and many others because it was not good or secure, those responsible for the safeguarding of our Constitution cannot allow the Fake results of the 2020 Mail-In Election to stand. The World is watching!","['....', 'own', 'dominion', 'voting', 'systems', ',', 'turn', 'down', 'by', 'texas', 'and', 'many', 'other', 'because', 'it', 'be', 'not', 'good', 'or', 'secure', ',', 'those', 'responsible', 'for', 'the', 'safeguarding', 'of', 'our', 'constitution', 'can', 'not', 'allow', 'the', 'fake', 'result', 'of', 'the', '2020', 'mail', '-', 'in', 'election', 'to', 'stand', '.', 'the', 'world', 'be', 'watch', '!']"
635,1.328152465016021e+18,"....perhaps like never before! From large numbers of Poll Watchers that were thrown out of vote counting rooms in many of our States, to millions of ballots that have been altered by Democrats, only for Democrats, to voting after the Election was over, to using Radical Left",False,False,178310,31754,2020-11-16,"....perhaps like never before! From large numbers of Poll Watchers that were thrown out of vote counting rooms in many of our States, to millions of ballots that have been altered by Democrats, only for Democrats, to voting after the Election was over, to using Radical Left","....perhaps like never before! From large numbers of Poll Watchers that were thrown out of vote counting rooms in many of our States, to millions of ballots that have been altered by Democrats, only for Democrats, to voting after the Election was over, to using Radical Left","['....', 'perhaps', 'like', 'never', 'before', '!', 'from', 'large', 'number', 'of', 'poll', 'watchers', 'that', 'be', 'throw', 'out', 'of', 'vote', 'count', 'room', 'in', 'many', 'of', 'our', 'states', ',', 'to', 'million', 'of', 'ballot', 'that', 'have', 'be', 'alter', 'by', 'democrats', ',', 'only', 'for', 'democrats', ',', 'to', 'voting', 'after', 'the', 'election', 'be', 'over', ',', 'to', 'use', 'radical', 'left']"
636,1.3281524623316992e+18,"Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing our side to show, which we are just getting ready to do, how badly shattered and violated our great Constitution has been in the 2020 Election. It was attacked,..",False,False,352905,75114,2020-11-16,"Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing our side to show, which we are just getting ready to do, how badly shattered and violated our great Constitution has been in the 2020 Election. It was attacked,..","Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing our side to show, which we are just getting ready to do, how badly shattered and violated our great Constitution has been in the 2020 Election. It was attacked,..","['why', 'do', 'the', 'fake', 'news', 'media', 'continuously', 'assume', 'that', 'joe', 'biden', 'will', 'ascend', 'to', 'the', 'presidency', ',', 'not', 'even', 'allow', 'our', 'side', 'to', 'show', ',', 'which', 'we', 'be', 'just', 'get', 'ready', 'to', 'do', ',', 'how', 'badly', 'shatter', 'and', 'violate', 'our', 'great', 'constitution', 'have', 'be', 'in', 'the', '2020', 'election', '.', 'it', 'be', 'attack', ',', '..']"
639,1.3250655403905595e+18,"Tens of thousands of votes were illegally received after 8 P.M. on Tuesday, Election Day, totally and easily changing the results in Pennsylvania and certain other razor thin states. As a separate matter, hundreds of thousands of Votes were illegally not allowed to be OBSERVED...",False,False,0,0,2020-11-07,"Tens of thousands of votes were illegally received after 8 P.M. on Tuesday, Election Day, totally and easily changing the results in Pennsylvania and certain other razor thin states. As a separate matter, hundreds of thousands of Votes were illegally not allowed to be OBSERVED...","Tens of thousands of votes were illegally received after 8 P.M. on Tuesday, Election Day, totally and easily changing the results in Pennsylvania and certain other razor thin states. As a separate matter, hundreds of thousands of Votes were illegally not allowed to be OBSERVED...","['ten', 'of', 'thousand', 'of', 'vote', 'be', 'illegally', 'receive', 'after', '8', 'p.m.', 'on', 'tuesday', ',', 'election', 'day', ',', 'totally', 'and', 'easily', 'change', 'the', 'result', 'in', 'pennsylvania', 'and', 'certain', 'other', 'razor', 'thin', 'state', '.', 'as', 'a', 'separate', 'matter', ',', 'hundred', 'of', 'thousand', 'of', 'vote', 'be', 'illegally', 'not', 'allow', 'to', 'be', 'observed', '...']"
642,1.335260785510146e+18,"See you tonight at 7PM, Georgia! https://t.co/gMYtLGGqzI",False,False,169039,30963,2020-12-05,"See you tonight at 7PM, Georgia!","See you tonight at 7PM, Georgia!","['see', 'you', 'tonight', 'at', '7pm', ',', 'georgia', '!']"
644,1.335268230206722e+18,"I will easily & quickly win Georgia if Governor @BrianKempGA or the Secretary of State permit a simple signature verification. Has not been done and will show large scale discrepancies. Why are these two “Republicans” saying no? If we win Georgia, everything else falls in place!",False,False,247557,53847,2020-12-05,"I will easily & quickly win Georgia if Governor or the Secretary of State permit a simple signature verification. Has not been done and will show large scale discrepancies. Why are these two “Republicans” saying no? If we win Georgia, everything else falls in place!","I will easily & quickly win Georgia if Governor or the Secretary of State permit a simple signature verification. Has not been done and will show large scale discrepancies. Why are these two “Republicans” saying no? If we win Georgia, everything else falls in place!","['i', 'will', 'easily', '&', 'quickly', 'win', 'georgia', 'if', 'governor', 'or', 'the', 'secretary', 'of', 'state', 'permit', 'a', 'simple', 'signature', 'verification', '.', 'have', 'not', 'be', 'do', 'and', 'will', 'show', 'large', 'scale', 'discrepancy', '.', 'why', 'be', 'these', 'two', '""', 'republicans', '""', 'say', 'no', '?', 'if', 'we', 'win', 'georgia', ',', 'everything', 'else', 'fall', 'in', 'place', '!']"
645,1.3282000729878938e+18,I WON THE ELECTION!,False,False,718605,111378,2020-11-16,I WON THE ELECTION!,I WON THE ELECTION!,"['i', 'won', 'the', 'election', '!']"
646,1.3352813443021046e+18,"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible! https://t.co/cEBM0bYuQ9",False,False,141720,35232,2020-12-05,"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible!","25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible!","['25', ',', 'wow', '!', 'i', 'be', 'surprised', 'there', 'be', 'so', 'many', '.', 'we', 'have', 'just', 'begin', 'to', 'fight', '.', 'please', 'send', 'i', 'a', 'list', 'of', 'the', '25', 'rinos', '.', 'i', 'read', 'the', 'fake', 'news', 'washington', 'post', 'as', 'little', 'as', 'possible', '!']"
662,1.3353444350480548e+18,"Leaving for Georgia now.
 See you soon!",False,False,284011,28000,2020-12-05,Leaving for Georgia now. See you soon!,Leaving for Georgia now. See you soon!,"['leave', 'for', 'georgia', 'now', '.', 'see', 'you', 'soon', '!']"
664,1.3283243771680154e+18,"The Washington Post forgot to read the complaint. Fake News. Poll Watchers, and the way they were treated, are a very big deal in the complaint! https://t.co/Rhc4RY0QSF",False,False,82650,18777,2020-11-16,"The Washington Post forgot to read the complaint. Fake News. Poll Watchers, and the way they were treated, are a very big deal in the complaint!","The Washington Post forgot to read the complaint. Fake News. Poll Watchers, and the way they were treated, are a very big deal in the complaint!","['the', 'washington', 'post', 'forget', 'to', 'read', 'the', 'complaint', '.', 'fake', 'news', '.', 'poll', 'watchers', ',', 'and', 'the', 'way', 'they', 'be', 'treat', ',', 'be', 'a', 'very', 'big', 'deal', 'in', 'the', 'complaint', '!']"
667,1.3353516334593106e+18,"...We received more LEGAL votes by far. All I can do is run, campaign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.",False,False,122610,23063,2020-12-05,"...We received more LEGAL votes by far. All I can do is run, caign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.","...We received more LEGAL votes by far. All I can do is run, caign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.","['...', 'we', 'receive', 'more', 'legal', 'vote', 'by', 'far', '.', 'all', 'i', 'can', 'do', 'be', 'run', ',', 'caign', ',', 'and', 'be', 'a', 'good', '(', 'great', '!', ')', 'president', '–', 'it', 'be', '100', '%', 'up', 'to', 'the', 'state', 'to', 'manage', 'the', 'election', '.', 'republicans', 'will', 'never', 'forget', 'this', '.']"
668,1.3353516298102866e+18,"Between Governor @DougDucey of Arizona and Governor @BrianKempGA of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...",False,False,161551,35679,2020-12-05,"Between Governor of Arizona and Governor of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...","Between Governor of Arizona and Governor of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...","['between', 'governor', 'of', 'arizona', 'and', 'governor', 'of', 'georgia', ',', 'the', 'democrat', 'party', 'could', 'not', 'be', 'happy', '.', 'they', 'fight', 'hard', 'against', 'we', 'than', 'do', 'the', 'radical', 'left', 'dems', '.', 'if', 'they', 'be', 'with', 'we', ',', 'we', 'would', 'have', 'already', 'win', 'both', 'arizona', 'and', 'georgia', '...']"
675,1.328325907401093e+18,Most fraudulent Election in history! https://t.co/X2pRkTqWIS,False,False,144169,32099,2020-11-16,Most fraudulent Election in history!,Most fraudulent Election in history!,"['most', 'fraudulent', 'election', 'in', 'history', '!']"
678,1.3354131521465508e+18,"Register to vote before Monday 12/7. Register now on https://t.co/bFJXEeKHLV, then request your absentee ballot before 12/31 - do it TODAY, and return your ballot the same day you get it. If you aren’t planning to vote by mail, vote early in person, or vote on Election Day! https://t.co/mGnORcriXw",False,False,96922,20961,2020-12-06,"Register to vote before Monday 12/7. Register now on then request your absentee ballot before 12/31 - do it TODAY, and return your ballot the same day you get it. If you aren’t planning to vote by mail, vote early in person, or vote on Election Day!","Register to vote before Monday 12/7. Register now on then request your absentee ballot before 12/31 - do it TODAY, and return your ballot the same day you get it. If you aren’t planning to vote by mail, vote early in person, or vote on Election Day!","['register', 'to', 'vote', 'before', 'monday', '12/7', '.', 'register', 'now', 'on', 'then', 'request', 'your', 'absentee', 'ballot', 'before', '12/31', '-', 'do', 'it', 'today', ',', 'and', 'return', 'your', 'ballot', 'the', 'same', 'day', 'you', 'get', 'it', '.', 'if', 'you', 'be', 'not', 'plan', 'to', 'vote', 'by', 'mail', ',', 'vote', 'early', 'in', 'person', ',', 'or', 'vote', 'on', 'election', 'day', '!']"
680,1.3354137701395497e+18,"The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers! https://t.co/XAJ0F2JmeL",False,False,166748,41785,2020-12-06,"The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers!","The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers!","['the', 'answer', 'to', 'the', 'democrat', 'voter', 'fraud', 'be', 'not', 'to', 'stay', 'at', 'home', '-', 'that', '’', 'what', 'pelosi', 'and', 'schumer', 'want', 'you', 'to', 'do', '.', 'if', 'you', 'want', 'revenge', 'on', 'the', 'democrats', 'for', 'their', 'effort', 'to', 'steal', 'the', 'presidential', 'election', ',', 'where', 'we', 'be', 'fight', 'hard', ',', 'you', 'have', 'to', 'show', 'up', 'and', 'vote', 'in', 'record', 'number', '!']"
684,1.3354604102674885e+18,"***Live Updates*** Trump Holds Georgia Rally for Sens. Loeffler, Perdue https://t.co/Z6XZYeCO16 via @BreitbartNews. A great evening in beautiful Georgia!",False,False,54232,10083,2020-12-06,"***Live Updates*** Trump Holds Georgia Rally for Sens. Loeffler, Perdue via . A great evening in beautiful Georgia!","***Live Updates*** Trump Holds Georgia Rally for Sens. Loeffler, Perdue via . A great evening in beautiful Georgia!","['*', '*', '*', 'live', 'updates', '*', '*', '*', 'trump', 'hold', 'georgia', 'rally', 'for', 'sens', '.', 'loeffler', ',', 'perdue', 'via', '.', 'a', 'great', 'evening', 'in', 'beautiful', 'georgia', '!']"
690,1.3354627040064922e+18,Fraudulent result! https://t.co/vrp8SidOc8,False,False,62036,11633,2020-12-06,Fraudulent result!,Fraudulent result!,"['fraudulent', 'result', '!']"
697,1.3283349451489526e+18,I won the Election!,False,False,681676,97246,2020-11-16,I won the Election!,I won the Election!,"['i', 'win', 'the', 'election', '!']"
735,1.3356636129548984e+18,"...I WON THE ELECTION, BIG. https://t.co/oFF4uzNBpe",False,False,153122,32675,2020-12-06,"...I WON THE ELECTION, BIG.","...I WON THE ELECTION, BIG.","['...', 'i', 'won', 'the', 'election', ',', 'big', '.']"
749,1.3356794265168814e+18,".@RudyGiuliani, by far the greatest mayor in the history of NYC, and who has been working tirelessly exposing the most corrupt election (by far!) in the history of the USA, has tested positive for the China Virus. Get better soon Rudy, we will carry on!!!",False,False,328966,57053,2020-12-06,"., by far the greatest mayor in the history of NYC, and who has been working tirelessly exposing the most corrupt election (by far!) in the history of the USA, has tested positive for the China Virus. Get better soon Rudy, we will carry on!!!","., by far the greatest mayor in the history of NYC, and who has been working tirelessly exposing the most corrupt election (by far!) in the history of the USA, has tested positive for the China Virus. Get better soon Rudy, we will carry on!!!","['.', ',', 'by', 'far', 'the', 'great', 'mayor', 'in', 'the', 'history', 'of', 'nyc', ',', 'and', 'who', 'have', 'be', 'work', 'tirelessly', 'expose', 'the', 'most', 'corrupt', 'election', '(', 'by', 'far', '!', ')', 'in', 'the', 'history', 'of', 'the', 'usa', ',', 'have', 'test', 'positive', 'for', 'the', 'china', 'virus', '.', 'get', 'well', 'soon', 'rudy', ',', 'we', 'will', 'carry', 'on', '!', '!', '!']"
757,1.335716932604076e+18,Now spreading Fake News! https://t.co/Xv9d4gqGEJ,False,False,64721,19222,2020-12-06,Now spreading Fake News!,Now spreading Fake News!,"['now', 'spread', 'fake', 'news', '!']"
758,1.3288821226528358e+18,"Just found thousands of more ballots, and the recount is relatively meaningless without being given access to the signatures. Consent decree is a scam that Georgia Secretary of State or Governor should never have let happen. Unconstitutional. Open it up! https://t.co/lBMuyyhgGs",False,True,5760,1905,2020-11-18,"Just found thousands of more ballots, and the recount is relatively meaningless without being given access to the signatures. Consent decree is a scam that Georgia Secretary of State or Governor should never have let happen. Unconstitutional. Open it up!","Just found thousands of more ballots, and the recount is relatively meaningless without being given access to the signatures. Consent decree is a scam that Georgia Secretary of State or Governor should never have let happen. Unconstitutional. Open it up!","['just', 'find', 'thousand', 'of', 'more', 'ballot', ',', 'and', 'the', 'recount', 'be', 'relatively', 'meaningless', 'without', 'be', 'give', 'access', 'to', 'the', 'signature', '.', 'consent', 'decree', 'be', 'a', 'scam', 'that', 'georgia', 'secretary', 'of', 'state', 'or', 'governor', 'should', 'never', 'have', 'let', 'happen', '.', 'unconstitutional', '.', 'open', 'it', 'up', '!']"
762,1.3283614514976645e+18,"The Radical Left Democrats, working with their partner, the Fake News Media, are trying to STEAL this Election. We won’t let them!",False,False,344327,62658,2020-11-16,"The Radical Left Democrats, working with their partner, the Fake News Media, are trying to STEAL this Election. We won’t let them!","The Radical Left Democrats, working with their partner, the Fake News Media, are trying to STEAL this Election. We won’t let them!","['the', 'radical', 'left', 'democrats', ',', 'work', 'with', 'their', 'partner', ',', 'the', 'fake', 'news', 'media', ',', 'be', 'try', 'to', 'steal', 'this', 'election', '.', 'we', 'will', 'not', 'let', 'they', '!']"
763,1.335736235239805e+18,"Gee, what a surprise. Has anyone informed the so-called (says he has no power to do anything!) Governor @BrianKempGA & his puppet Lt. Governor @GeoffDuncanGA, that they could easily solve this mess, & WIN. Signature verification & call a Special Session. So easy! https://t.co/5cb4QdYzpU",False,False,98596,27438,2020-12-07,"Gee, what a surprise. Has anyone informed the so-called (says he has no power to do anything!) Governor & his puppet Lt. Governor , that they could easily solve this mess, & WIN. Signature verification & call a Special Session. So easy!","Gee, what a surprise. Has anyone informed the so-called (says he has no power to do anything!) Governor & his puppet Lt. Governor , that they could easily solve this mess, & WIN. Signature verification & call a Special Session. So easy!","['gee', ',', 'what', 'a', 'surprise', '.', 'have', 'anyone', 'inform', 'the', 'so', '-', 'call', '(', 'say', 'he', 'have', 'no', 'power', 'to', 'do', 'anything', '!', ')', 'governor', '&', 'his', 'puppet', 'lt', '.', 'governor', ',', 'that', 'they', 'could', 'easily', 'solve', 'this', 'mess', ',', '&', 'win', '.', 'signature', 'verification', '&', 'call', 'a', 'special', 'session', '.', 'so', 'easy', '!']"
766,1.3357610797507666e+18,SO TRUE. NO WAY WE LOST THIS ELECTION! https://t.co/FC4XtNzuxo,False,False,163376,40676,2020-12-07,SO TRUE. NO WAY WE LOST THIS ELECTION!,SO TRUE. NO WAY WE LOST THIS ELECTION!,"['so', 'true', '.', 'no', 'way', 'we', 'lose', 'this', 'election', '!']"
770,1.3357963933997752e+18,Watch @marklevinshow at 11:00 P.M. (now!) and @SteveHiltonx at 12:00 A.M. on the Great Election Fraud of 2020!,False,True,111167,20413,2020-12-07,Watch at 11:00 P.M. (now!) and at 12:00 A.M. on the Great Election Fraud of 2020!,Watch at 11:00 P.M. (now!) and at 12:00 A.M. on the Great Election Fraud of 2020!,"['watch', 'at', '11:00', 'p.m.', '(', 'now', '!', ')', 'and', 'at', '12:00', 'a.m.', 'on', 'the', 'great', 'election', 'fraud', 'of', '2020', '!']"
771,1.3290506775412818e+18,Trump votes. https://t.co/JYEMPg1MJc,False,False,160754,30576,2020-11-18,Trump votes.,Trump votes.,"['trump', 'vote', '.']"
772,1.3359717212627968e+18,"The Republican Governor of Georgia refuses to do signature verification, which would give us an easy win. What’s wrong with this guy? What is he hiding?",False,False,316277,67866,2020-12-07,"The Republican Governor of Georgia refuses to do signature verification, which would give us an easy win. What’s wrong with this guy? What is he hiding?","The Republican Governor of Georgia refuses to do signature verification, which would give us an easy win. What’s wrong with this guy? What is he hiding?","['the', 'republican', 'governor', 'of', 'georgia', 'refuse', 'to', 'do', 'signature', 'verification', ',', 'which', 'would', 'give', 'we', 'an', 'easy', 'win', '.', 'what', '’', 'wrong', 'with', 'this', 'guy', '?', 'what', 'be', 'he', 'hide', '?']"
776,1.336110929856041e+18,"RINOS @BrianKempGA, @GeoffDuncanGA, & Secretary of State Brad Raffensperger, will be solely responsible for the potential loss of our two GREAT Senators from Georgia, @sendavidperdue & @KLoeffler. Won’t call a Special Session or check for Signature Verification! People are ANGRY!",False,False,142644,35706,2020-12-08,"RINOS , , & Secretary of State Brad Raffensperger, will be solely responsible for the potential loss of our two GREAT Senators from Georgia, & . Won’t call a Special Session or check for Signature Verification! People are ANGRY!","RINOS , , & Secretary of State Brad Raffensperger, will be solely responsible for the potential loss of our two GREAT Senators from Georgia, & . Won’t call a Special Session or check for Signature Verification! People are ANGRY!","['rinos', ',', ',', '&', 'secretary', 'of', 'state', 'brad', 'raffensperger', ',', 'will', 'be', 'solely', 'responsible', 'for', 'the', 'potential', 'loss', 'of', 'our', 'two', 'great', 'senators', 'from', 'georgia', ',', '&', '.', 'will', 'not', 'call', 'a', 'special', 'session', 'or', 'check', 'for', 'signature', 'verification', '!', 'people', 'be', 'angry', '!']"
778,1.3361125824244736e+18,"“These actions on the part of State Officials, making these changes, were violating the Constitution of the U.S. They were usurping power.” Ken Starr",False,False,162696,35856,2020-12-08,"“These actions on the part of State Officials, making these changes, were violating the Constitution of the U.S. They were usurping power.” Ken Starr","“These actions on the part of State Officials, making these changes, were violating the Constitution of the U.S. They were usurping power.” Ken Starr","['""', 'these', 'action', 'on', 'the', 'part', 'of', 'state', 'officials', ',', 'make', 'these', 'change', ',', 'be', 'violate', 'the', 'constitution', 'of', 'the', 'u.s.', 'they', 'be', 'usurping', 'power', '.', '""', 'ken', 'starr']"
782,1.336114633485267e+18,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr  Meaning that massive numbers of bad votes were pouring in!,False,False,167334,33975,2020-12-08,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr Meaning that massive numbers of bad votes were pouring in!,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr Meaning that massive numbers of bad votes were pouring in!,"['mail', '-', 'in', 'rejection', 'rate', 'be', 'minuscule', 'compare', 'to', 'what', 'it', 'use', 'to', 'be', '.', 'ken', 'starr', 'meaning', 'that', 'massive', 'number', 'of', 'bad', 'vote', 'be', 'pour', 'in', '!']"
784,1.3290966396514714e+18,GEORGIA! https://t.co/xhsIPAmp6S https://t.co/vA8kNEt7oF,False,True,10019,3273,2020-11-18,GEORGIA!,GEORGIA!,"['georgia', '!']"
785,1.336122354003538e+18,“Georgia is not the only state that pushed through these last minute rules changes before the presidential election.” @marthamaccallum  They forgot about our Constitution!,False,False,161652,34622,2020-12-08,“Georgia is not the only state that pushed through these last minute rules changes before the presidential election.” They forgot about our Constitution!,“Georgia is not the only state that pushed through these last minute rules changes before the presidential election.” They forgot about our Constitution!,"['""', 'georgia', 'be', 'not', 'the', 'only', 'state', 'that', 'push', 'through', 'these', 'last', 'minute', 'rule', 'change', 'before', 'the', 'presidential', 'election', '.', '""', 'they', 'forget', 'about', 'our', 'constitution', '!']"
788,1.3361488364950692e+18,Georgia Lt. Governor @GeoffDuncanGA is a RINO Never Trumper who got himself elected as LG by falsely claiming to be “pro-Trump”. Too dumb or corrupt to recognize massive evidence of fraud in GA & should be replaced! We need every great Georgian to call him out! #SpecialSession!,False,False,151019,37472,2020-12-08,Georgia Lt. Governor is a RINO Never Trumper who got himself elected as LG by falsely claiming to be “pro-Trump”. Too dumb or corrupt to recognize massive evidence of fraud in GA & should be replaced! We need every great Georgian to call him out! SpecialSession!,Georgia Lt. Governor is a RINO Never Trumper who got himself elected as LG by falsely claiming to be “pro-Trump”. Too dumb or corrupt to recognize massive evidence of fraud in GA & should be replaced! We need every great Georgian to call him out! SpecialSession!,"['georgia', 'lt', '.', 'governor', 'be', 'a', 'rino', 'never', 'trumper', 'who', 'get', 'himself', 'elect', 'as', 'lg', 'by', 'falsely', 'claim', 'to', 'be', '""', 'pro', '-', 'trump', '""', '.', 'too', 'dumb', 'or', 'corrupt', 'to', 'recognize', 'massive', 'evidence', 'of', 'fraud', 'in', 'ga', '&', 'should', 'be', 'replace', '!', 'we', 'need', 'every', 'great', 'georgian', 'to', 'call', 'he', 'out', '!', 'specialsession', '!']"
