,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas,contains_metaphor
198,1327436963658469376,"“The worst thing you can do is bet against Donald Trump, considering what has been done against him. They flooded the zone with mail-in ballots. We need every vote counted, and ferociously.” @PeteHegseth @seanhannity",False,False,250108,50353,2020-11-14,"“The worst thing you can do is bet against Donald Trump, considering what has been done against him. They flooded the zone with mail-in ballots. We need every vote counted, and ferociously.”","“The worst thing you can do is bet against Donald Trump, considering what has been done against him. They flooded the zone with mail-in ballots. We need every vote counted, and ferociously.”","['""', 'the', 'bad', 'thing', 'you', 'can', 'do', 'be', 'bet', 'against', 'donald', 'trump', ',', 'consider', 'what', 'have', 'be', 'do', 'against', 'he', '.', 'they', 'flood', 'the', 'zone', 'with', 'mail', '-', 'in', 'ballot', '.', 'we', 'need', 'every', 'vote', 'count', ',', 'and', 'ferociously', '.', '""']",True
212,1327638503883235328,"....We cannot waste time and can only give to those states that will use the Vaccine immediately. Therefore the New York delay. Many lives to be saved, but we are ready when they are. Stop playing politics!",False,False,129507,24219,2020-11-14,"....We cannot waste time and can only give to those states that will use the Vaccine immediately. Therefore the New York delay. Many lives to be saved, but we are ready when they are. Stop playing politics!","....We cannot waste time and can only give to those states that will use the Vaccine immediately. Therefore the New York delay. Many lives to be saved, but we are ready when they are. Stop playing politics!","['....', 'we', 'can', 'not', 'waste', 'time', 'and', 'can', 'only', 'give', 'to', 'those', 'state', 'that', 'will', 'use', 'the', 'vaccine', 'immediately', '.', 'therefore', 'the', 'new', 'york', 'delay', '.', 'many', 'live', 'to', 'be', 'save', ',', 'but', 'we', 'be', 'ready', 'when', 'they', 'be', '.', 'stop', 'play', 'politic', '!']",True
215,1327704841964183552,"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons! https://t.co/RMOa4jKZwA",False,False,278755,66391,2020-11-14,"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons!","People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons!","['people', 'be', 'not', 'go', 'to', 'stand', 'for', 'have', 'this', 'election', 'steal', 'from', 'they', 'by', 'a', 'privately', 'own', 'radical', 'left', 'company', ',', 'dominion', ',', 'and', 'many', 'other', 'reason', '!']",True
219,1327715767916392448,The hand recount taking place in Georgia is a waste of time. They are not showing the matching signatures. Call off the recount until they allow the MATCH. Don’t let the Radical Left Dems STEAL THE ELECTION!,False,False,302185,70205,2020-11-14,The hand recount taking place in Georgia is a waste of time. They are not showing the matching signatures. Call off the recount until they allow the MATCH. Don’t let the Radical Left Dems STEAL THE ELECTION!,The hand recount taking place in Georgia is a waste of time. They are not showing the matching signatures. Call off the recount until they allow the MATCH. Don’t let the Radical Left Dems STEAL THE ELECTION!,"['the', 'hand', 'recount', 'take', 'place', 'in', 'georgia', 'be', 'a', 'waste', 'of', 'time', '.', 'they', 'be', 'not', 'show', 'the', 'matching', 'signature', '.', 'call', 'off', 'the', 'recount', 'until', 'they', 'allow', 'the', 'match', '.', 'do', 'not', 'let', 'the', 'radical', 'left', 'dems', 'steal', 'the', 'election', '!']",True
228,1327811527123103488,"I look forward to Mayor Giuliani spearheading the legal effort to defend OUR RIGHT to FREE and FAIR ELECTIONS! Rudy Giuliani, Joseph diGenova, Victoria Toensing, Sidney Powell, and Jenna Ellis, a truly great team, added to our other wonderful lawyers and representatives!",False,False,331128,67982,2020-11-15,"I look forward to Mayor Giuliani spearheading the legal effort to defend OUR RIGHT to FREE and FAIR ELECTIONS! Rudy Giuliani, Joseph diGenova, Victoria Toensing, Sidney Powell, and Jenna Ellis, a truly great team, added to our other wonderful lawyers and representatives!","I look forward to Mayor Giuliani spearheading the legal effort to defend OUR RIGHT to FREE and FAIR ELECTIONS! Rudy Giuliani, Joseph diGenova, Victoria Toensing, Sidney Powell, and Jenna Ellis, a truly great team, added to our other wonderful lawyers and representatives!","['i', 'look', 'forward', 'to', 'mayor', 'giuliani', 'spearhead', 'the', 'legal', 'effort', 'to', 'defend', 'our', 'right', 'to', 'free', 'and', 'fair', 'election', '!', 'rudy', 'giuliani', ',', 'joseph', 'digenova', ',', 'victoria', 'toensing', ',', 'sidney', 'powell', ',', 'and', 'jenna', 'ellis', ',', 'a', 'truly', 'great', 'team', ',', 'add', 'to', 'our', 'other', 'wonderful', 'lawyer', 'and', 'representative', '!']",True
230,1327824600760274944,"Antifa SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggressively fought back. Antifa waited until tonight, when 99% were gone, to attack innocent #MAGA People. DC Police, get going — do you job and don’t hold back!!!",False,True,56627,16548,2020-11-15,"Antifa SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggressively fought back. Antifa waited until tonight, when 99% were gone, to attack innocent MAGA People. DC Police, get going — do you job and don’t hold back!!!","Antifa SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggressively fought back. Antifa waited until tonight, when 99% were gone, to attack innocent MAGA People. DC Police, get going — do you job and don’t hold back!!!","['antifa', 'scum', 'run', 'for', 'the', 'hill', 'today', 'when', 'they', 'try', 'attack', 'the', 'people', 'at', 'the', 'trump', 'rally', ',', 'because', 'those', 'people', 'aggressively', 'fight', 'back', '.', 'antifa', 'wait', 'until', 'tonight', ',', 'when', '99', '%', 'be', 'go', ',', 'to', 'attack', 'innocent', 'maga', 'people', '.', 'dc', 'police', ',', 'get', 'go', '—', 'do', 'you', 'job', 'and', 'do', 'not', 'hold', 'back', '!', '!', '!']",True
231,1327828007311073280,"ANTIFA SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggressively fought back. Antifa waited until tonight, when 99% were gone, to attack innocent #MAGA People. DC Police, get going — do your job and don’t hold back!!!",False,False,342024,75236,2020-11-15,"ANTIFA SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggressively fought back. Antifa waited until tonight, when 99% were gone, to attack innocent MAGA People. DC Police, get going — do your job and don’t hold back!!!","ANTIFA SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggressively fought back. Antifa waited until tonight, when 99% were gone, to attack innocent MAGA People. DC Police, get going — do your job and don’t hold back!!!","['antifa', 'scum', 'run', 'for', 'the', 'hill', 'today', 'when', 'they', 'try', 'attack', 'the', 'people', 'at', 'the', 'trump', 'rally', ',', 'because', 'those', 'people', 'aggressively', 'fight', 'back', '.', 'antifa', 'wait', 'until', 'tonight', ',', 'when', '99', '%', 'be', 'go', ',', 'to', 'attack', 'innocent', 'maga', 'people', '.', 'dc', 'police', ',', 'get', 'go', '—', 'do', 'your', 'job', 'and', 'do', 'not', 'hold', 'back', '!', '!', '!']",True
235,1327836002631766016,Human Radical Left garbage did this. Being arrested now! https://t.co/fXSsXXp5yc,False,False,110241,33252,2020-11-15,Human Radical Left garbage did this. Being arrested now!,Human Radical Left garbage did this. Being arrested now!,"['human', 'radical', 'left', 'garbage', 'do', 'this', '.', 'be', 'arrest', 'now', '!']",True
236,1327836670742450176,The Silent Media is the Enemy of the People!!! https://t.co/I2LnE3dpI9,False,False,151019,34701,2020-11-15,The Silent Media is the Enemy of the People!!!,The Silent Media is the Enemy of the People!!!,"['the', 'silent', 'media', 'be', 'the', 'enemy', 'of', 'the', 'people', '!', '!', '!']",True
238,1334573529107460096,"Wow! Blockbuster testimony taking place right now in Georgia. Ballot stuffing by Dems when Republicans were forced to leave the large counting room. Plenty more coming, but this alone leads to an easy win of the State!",False,False,227889,54616,2020-12-03,"Wow! Blockbuster testimony taking place right now in Georgia. Ballot stuffing by Dems when Republicans were forced to leave the large counting room. Plenty more coming, but this alone leads to an easy win of the State!","Wow! Blockbuster testimony taking place right now in Georgia. Ballot stuffing by Dems when Republicans were forced to leave the large counting room. Plenty more coming, but this alone leads to an easy win of the State!","['wow', '!', 'blockbuster', 'testimony', 'take', 'place', 'right', 'now', 'in', 'georgia', '.', 'ballot', 'stuff', 'by', 'dems', 'when', 'republicans', 'be', 'force', 'to', 'leave', 'the', 'large', 'counting', 'room', '.', 'plenty', 'more', 'come', ',', 'but', 'this', 'alone', 'lead', 'to', 'an', 'easy', 'win', 'of', 'the', 'state', '!']",True
249,1334711509977608192,"The best way to insure a @KLoeffler and @sendavidperdue VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE! @BrianKempGA",False,False,170738,39417,2020-12-04,"The best way to insure a and VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE!","The best way to insure a and VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE!","['the', 'good', 'way', 'to', 'insure', 'a', 'and', 'victory', 'be', 'to', 'allow', 'signature', 'check', 'in', 'the', 'presidential', 'race', ',', 'which', 'will', 'insure', 'a', 'georgia', 'presidential', 'win', '(', 'very', 'few', 'vote', 'be', 'need', ',', 'many', 'will', 'be', 'find', ')', '.', 'spirit', 'will', 'soar', 'and', 'everyone', 'will', 'rush', 'out', 'and', 'vote', '!']",True
251,1327956491056279552,"He won because the Election was Rigged. NO VOTE WATCHERS OR OBSERVERS allowed, vote tabulated by a Radical Left privately owned company, Dominion, with a bad reputation & bum equipment that couldn’t even qualify for Texas (which I won by a lot!), the Fake & Silent Media, & more! https://t.co/Exb3C1mAPg",False,False,154000,36622,2020-11-15,"He won because the Election was Rigged. NO VOTE WATCHERS OR OBSERVERS allowed, vote tabulated by a Radical Left privately owned company, Dominion, with a bad reputation & bum equipment that couldn’t even qualify for Texas (which I won by a lot!), the Fake & Silent Media, & more!","He won because the Election was Rigged. NO VOTE WATCHERS OR OBSERVERS allowed, vote tabulated by a Radical Left privately owned company, Dominion, with a bad reputation & bum equipment that couldn’t even qualify for Texas (which I won by a lot!), the Fake & Silent Media, & more!","['he', 'win', 'because', 'the', 'election', 'be', 'rig', '.', 'no', 'vote', 'watcher', 'or', 'observer', 'allow', ',', 'vote', 'tabulate', 'by', 'a', 'radical', 'left', 'privately', 'own', 'company', ',', 'dominion', ',', 'with', 'a', 'bad', 'reputation', '&', 'bum', 'equipment', 'that', 'could', 'not', 'even', 'qualify', 'for', 'texas', '(', 'which', 'i', 'win', 'by', 'a', 'lot', '!', ')', ',', 'the', 'fake', '&', 'silent', 'media', ',', '&', 'more', '!']",True
253,1327958640309972992,"All of the mechanical “glitches” that took place on Election Night were really THEM getting caught trying to steal votes. They succeeded plenty, however, without getting caught. Mail-in elections are a sick joke!",False,False,269285,53371,2020-11-15,"All of the mechanical “glitches” that took place on Election Night were really THEM getting caught trying to steal votes. They succeeded plenty, however, without getting caught. Mail-in elections are a sick joke!","All of the mechanical “glitches” that took place on Election Night were really THEM getting caught trying to steal votes. They succeeded plenty, however, without getting caught. Mail-in elections are a sick joke!","['all', 'of', 'the', 'mechanical', '""', 'glitch', '""', 'that', 'take', 'place', 'on', 'election', 'night', 'be', 'really', 'they', 'getting', 'catch', 'try', 'to', 'steal', 'vote', '.', 'they', 'succeed', 'plenty', ',', 'however', ',', 'without', 'getting', 'catch', '.', 'mail', '-', 'in', 'election', 'be', 'a', 'sick', 'joke', '!']",True
261,1328055196904251392,"John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!",False,False,355884,61089,2020-11-15,"John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!","John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!","['john', 'bolton', 'be', 'one', 'of', 'the', 'dumb', 'people', 'in', 'government', 'that', 'i', '’ve', 'have', 'the', '""', 'pleasure', '""', 'to', 'work', 'with', '.', 'a', 'sullen', ',', 'dull', 'and', 'quiet', 'guy', ',', 'he', 'add', 'nothing', 'to', 'national', 'security', 'except', ',', '""', 'gee', ',', 'let', '’s', 'go', 'to', 'war', '.', '""', 'also', ',', 'illegally', 'release', 'much', 'classified', 'information', '.', 'a', 'real', 'dope', '!']",True
264,1328089401008807936,"WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted https://t.co/179yDCbZou via @BreitbartNews. These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!",False,False,106849,31579,2020-11-15,"WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted via . These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!","WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted via . These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!","['watch', ':', 'd.c.', 'cops', 'direct', 'trump', '-', 'supporters', 'into', 'gauntlet', 'of', 'protesters', ',', 'do', 'nothing', 'when', 'they', 'be', 'assault', 'via', '.', 'these', 'thug', 'and', 'lowlife', 'only', 'stalk', 'and', 'attack', 'when', 'most', 'of', 'the', 'ten', 'of', 'thousand', 'of', 'people', 'have', 'leave', 'town', '.', 'ran', 'away', 'early', '!']",True
265,1328093294782509056,We won’t let a RIGGED ELECTION steal our Country! https://t.co/r0H4ZcDkHv,False,False,270740,62410,2020-11-15,We won’t let a RIGGED ELECTION steal our Country!,We won’t let a RIGGED ELECTION steal our Country!,"['we', 'will', 'not', 'let', 'a', 'rigged', 'election', 'steal', 'our', 'country', '!']",True
267,1328100945570500608,"Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, & the outrage of things that were done to change the outcome, will soon be filed!",False,False,343592,72974,2020-11-15,"Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, & the outrage of things that were done to change the outcome, will soon be filed!","Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, & the outrage of things that were done to change the outcome, will soon be filed!","['many', 'of', 'the', 'court', 'case', 'be', 'file', 'all', 'over', 'the', 'country', 'be', 'not', 'ours', ',', 'but', 'rather', 'those', 'of', 'people', 'that', 'have', 'see', 'horrible', 'abuse', '.', 'our', 'big', 'case', 'show', 'the', 'unconstitutionality', 'of', 'the', '2020', 'election', ',', '&', 'the', 'outrage', 'of', 'thing', 'that', 'be', 'do', 'to', 'change', 'the', 'outcome', ',', 'will', 'soon', 'be', 'file', '!']",True
270,1328152462331699200,"Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing our side to show, which we are just getting ready to do, how badly shattered and violated our great Constitution has been in the 2020 Election. It was attacked,..",False,False,352905,75114,2020-11-16,"Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing our side to show, which we are just getting ready to do, how badly shattered and violated our great Constitution has been in the 2020 Election. It was attacked,..","Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing our side to show, which we are just getting ready to do, how badly shattered and violated our great Constitution has been in the 2020 Election. It was attacked,..","['why', 'do', 'the', 'fake', 'news', 'media', 'continuously', 'assume', 'that', 'joe', 'biden', 'will', 'ascend', 'to', 'the', 'presidency', ',', 'not', 'even', 'allow', 'our', 'side', 'to', 'show', ',', 'which', 'we', 'be', 'just', 'get', 'ready', 'to', 'do', ',', 'how', 'badly', 'shatter', 'and', 'violate', 'our', 'great', 'constitution', 'have', 'be', 'in', 'the', '2020', 'election', '.', 'it', 'be', 'attack', ',', '..']",True
271,1325065540390559488,"Tens of thousands of votes were illegally received after 8 P.M. on Tuesday, Election Day, totally and easily changing the results in Pennsylvania and certain other razor thin states. As a separate matter, hundreds of thousands of Votes were illegally not allowed to be OBSERVED...",False,False,0,0,2020-11-07,"Tens of thousands of votes were illegally received after 8 P.M. on Tuesday, Election Day, totally and easily changing the results in Pennsylvania and certain other razor thin states. As a separate matter, hundreds of thousands of Votes were illegally not allowed to be OBSERVED...","Tens of thousands of votes were illegally received after 8 P.M. on Tuesday, Election Day, totally and easily changing the results in Pennsylvania and certain other razor thin states. As a separate matter, hundreds of thousands of Votes were illegally not allowed to be OBSERVED...","['ten', 'of', 'thousand', 'of', 'vote', 'be', 'illegally', 'receive', 'after', '8', 'p.m.', 'on', 'tuesday', ',', 'election', 'day', ',', 'totally', 'and', 'easily', 'change', 'the', 'result', 'in', 'pennsylvania', 'and', 'certain', 'other', 'razor', 'thin', 'state', '.', 'as', 'a', 'separate', 'matter', ',', 'hundred', 'of', 'thousand', 'of', 'vote', 'be', 'illegally', 'not', 'allow', 'to', 'be', 'observed', '...']",True
275,1335281344302104576,"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible! https://t.co/cEBM0bYuQ9",False,False,141720,35232,2020-12-05,"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible!","25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible!","['25', ',', 'wow', '!', 'i', 'be', 'surprised', 'there', 'be', 'so', 'many', '.', 'we', 'have', 'just', 'begin', 'to', 'fight', '.', 'please', 'send', 'i', 'a', 'list', 'of', 'the', '25', 'rinos', '.', 'i', 'read', 'the', 'fake', 'news', 'washington', 'post', 'as', 'little', 'as', 'possible', '!']",True
278,1335351633459310592,"...We received more LEGAL votes by far. All I can do is run, campaign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.",False,False,122610,23063,2020-12-05,"...We received more LEGAL votes by far. All I can do is run, caign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.","...We received more LEGAL votes by far. All I can do is run, caign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.","['...', 'we', 'receive', 'more', 'legal', 'vote', 'by', 'far', '.', 'all', 'i', 'can', 'do', 'be', 'run', ',', 'caign', ',', 'and', 'be', 'a', 'good', '(', 'great', '!', ')', 'president', '–', 'it', 'be', '100', '%', 'up', 'to', 'the', 'state', 'to', 'manage', 'the', 'election', '.', 'republicans', 'will', 'never', 'forget', 'this', '.']",True
279,1335351629810286592,"Between Governor @DougDucey of Arizona and Governor @BrianKempGA of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...",False,False,161551,35679,2020-12-05,"Between Governor of Arizona and Governor of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...","Between Governor of Arizona and Governor of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...","['between', 'governor', 'of', 'arizona', 'and', 'governor', 'of', 'georgia', ',', 'the', 'democrat', 'party', 'could', 'not', 'be', 'happy', '.', 'they', 'fight', 'hard', 'against', 'we', 'than', 'do', 'the', 'radical', 'left', 'dems', '.', 'if', 'they', 'be', 'with', 'we', ',', 'we', 'would', 'have', 'already', 'win', 'both', 'arizona', 'and', 'georgia', '...']",True
282,1335413770139549696,"The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers! https://t.co/XAJ0F2JmeL",False,False,166748,41785,2020-12-06,"The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers!","The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers!","['the', 'answer', 'to', 'the', 'democrat', 'voter', 'fraud', 'be', 'not', 'to', 'stay', 'at', 'home', '-', 'that', '’', 'what', 'pelosi', 'and', 'schumer', 'want', 'you', 'to', 'do', '.', 'if', 'you', 'want', 'revenge', 'on', 'the', 'democrats', 'for', 'their', 'effort', 'to', 'steal', 'the', 'presidential', 'election', ',', 'where', 'we', 'be', 'fight', 'hard', ',', 'you', 'have', 'to', 'show', 'up', 'and', 'vote', 'in', 'record', 'number', '!']",True
290,1328361451497664512,"The Radical Left Democrats, working with their partner, the Fake News Media, are trying to STEAL this Election. We won’t let them!",False,False,344327,62658,2020-11-16,"The Radical Left Democrats, working with their partner, the Fake News Media, are trying to STEAL this Election. We won’t let them!","The Radical Left Democrats, working with their partner, the Fake News Media, are trying to STEAL this Election. We won’t let them!","['the', 'radical', 'left', 'democrats', ',', 'work', 'with', 'their', 'partner', ',', 'the', 'fake', 'news', 'media', ',', 'be', 'try', 'to', 'steal', 'this', 'election', '.', 'we', 'will', 'not', 'let', 'they', '!']",True
292,1335761079750766592,SO TRUE. NO WAY WE LOST THIS ELECTION! https://t.co/FC4XtNzuxo,False,False,163376,40676,2020-12-07,SO TRUE. NO WAY WE LOST THIS ELECTION!,SO TRUE. NO WAY WE LOST THIS ELECTION!,"['so', 'true', '.', 'no', 'way', 'we', 'lose', 'this', 'election', '!']",True
298,1336114633485266944,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr  Meaning that massive numbers of bad votes were pouring in!,False,False,167334,33975,2020-12-08,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr Meaning that massive numbers of bad votes were pouring in!,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr Meaning that massive numbers of bad votes were pouring in!,"['mail', '-', 'in', 'rejection', 'rate', 'be', 'minuscule', 'compare', 'to', 'what', 'it', 'use', 'to', 'be', '.', 'ken', 'starr', 'meaning', 'that', 'massive', 'number', 'of', 'bad', 'vote', 'be', 'pour', 'in', '!']",True
309,1336404093028478976,.@BrianKempGA and puppet @GeoffDuncanGA. Your poll numbers are tanking like seldom seen before. Always said Georgians are smart! https://t.co/DWxy6Mi3mf,False,False,70563,15554,2020-12-08,. and puppet . Your poll numbers are tanking like seldom seen before. Always said Georgians are smart!,. and puppet . Your poll numbers are tanking like seldom seen before. Always said Georgians are smart!,"['.', 'and', 'puppet', '.', 'your', 'poll', 'number', 'be', 'tank', 'like', 'seldom', 'see', 'before', '.', 'always', 'say', 'georgians', 'be', 'smart', '!']",True
310,1336405337285517312,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy! https://t.co/gPpVWUUs91,False,True,14491,4562,2020-12-08,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,"['the', 'get', 'catch', 'because', 'we', 'be', 'lead', 'by', 'so', 'much', 'more', 'than', 'they', 'ever', 'think', 'possible', '.', 'late', 'night', 'ballot', '""', 'dump', '""', 'go', 'crazy', '!']",True
311,1336407510069161984,They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy! https://t.co/gPpVWUUs91,False,False,147954,38027,2020-12-08,They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,"['they', 'get', 'catch', 'because', 'we', 'be', 'lead', 'by', 'so', 'much', 'more', 'than', 'they', 'ever', 'think', 'possible', '.', 'late', 'night', 'ballot', '""', 'dump', '""', 'go', 'crazy', '!']",True
316,1336691515398250496,"We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent.   ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!",False,False,213968,47192,2020-12-09,"We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent. ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!","We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent. ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!","['we', 'will', 'soon', 'be', 'learn', 'about', 'the', 'word', '""', 'courage', '""', ',', 'and', 'save', 'our', 'country', '.', 'i', 'receive', 'hundred', 'of', 'thousand', 'of', 'legal', 'vote', 'more', ',', 'in', 'all', 'of', 'the', 'swing', 'states', ',', 'than', 'do', 'my', 'opponent', '.', 'all', 'data', 'take', 'after', 'the', 'vote', 'say', 'that', 'it', 'be', 'impossible', 'for', 'i', 'to', 'lose', ',', 'unless', 'fixed', '!']",True
317,1336691981981016064,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! #SupremeCourt",False,False,335532,55039,2020-12-09,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! SupremeCourt","No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! SupremeCourt","['no', 'candidate', 'have', 'ever', 'win', 'both', 'florida', 'and', 'ohio', 'and', 'lose', '.', 'i', 'win', 'they', 'both', ',', 'by', 'a', 'lot', '!', 'supremecourt']",True
319,1336730906107768832,"If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?",False,False,262143,51997,2020-12-09,"If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?","If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?","['if', 'somebody', 'cheat', 'in', 'the', 'election', ',', 'which', 'the', 'democrats', 'do', ',', 'why', 'would', 'not', 'the', 'election', 'be', 'immediately', 'overturn', '?', 'how', 'can', 'a', 'country', 'be', 'run', 'like', 'this', '?']",True
324,1337040387349893120,The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.,False,False,209213,46234,2020-12-10,The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.,The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.,"['the', 'supreme', 'court', 'have', 'a', 'chance', 'to', 'save', 'our', 'country', 'from', 'the', 'great', 'election', 'abuse', 'in', 'the', 'history', 'of', 'the', 'united', 'states', '.', '78', '%', 'of', 'the', 'people', 'feel', '(', 'know', '!', ')', 'the', 'election', 'be', 'rigged', '.']",True
325,1337040883988959232,How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?,False,False,228392,43954,2020-12-10,How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?,How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?,"['how', 'can', 'you', 'give', 'an', 'election', 'to', 'someone', 'who', 'lose', 'the', 'election', 'by', 'hundred', 'of', 'thousand', 'of', 'legal', 'vote', 'in', 'each', 'of', 'the', 'swing', 'state', '.', 'how', 'can', 'a', 'country', 'be', 'run', 'by', 'an', 'illegitimate', 'president', '?']",True
