,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas,contains_metaphor
40,1326186297157963776,BALLOT COUNTING ABUSE!,False,False,525218,77977,2020-11-10,BALLOT COUNTING ABUSE!,BALLOT COUNTING ABUSE!,"['ballot', 'counting', 'abuse', '!']",True
43,1346659909492997888,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,False,False,331427,77805,2021-01-06,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,"['look', 'like', 'they', 'be', 'set', 'up', 'a', 'big', '""', 'voter', 'dump', '""', 'against', 'the', 'republican', 'candidate', '.', 'wait', 'to', 'see', 'how', 'many', 'vote', 'they', 'need', '?']",True
47,1326194143132082176,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",False,False,349531,69352,2020-11-10,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!","Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!","['republican', ',', 'do', 'not', 'let', 'andrew', 'mccabe', 'continue', 'to', 'get', 'away', 'with', 'totally', 'criminal', 'activity', '.', 'what', 'he', 'do', 'should', 'never', 'be', 'allow', 'to', 'happen', 'to', 'our', 'country', 'again', '.', 'fight', 'for', 'justice', '!']",True
54,1346805405998075904,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,False,False,193930,36209,2021-01-06,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,"['sleepy', 'eyes', 'chuck', 'todd', 'be', 'so', 'happy', 'with', 'the', 'fake', 'voter', 'tabulation', 'process', 'that', 'he', 'can', 'not', 'even', 'get', 'the', 'word', 'out', 'straight', '.', 'sad', 'to', 'watch', '!']",True
67,1326342742801326080,"Andrew McCabe was exposed for who he is today in the U.S. Senate. He was totally destroyed - an ignorant fool. The great people of the FBI must make sure that he and his former boss, James Comey, pay the price for what they have done to the reputation of the FBI.",False,False,293356,61658,2020-11-11,"Andrew McCabe was exposed for who he is today in the U.S. Senate. He was totally destroyed - an ignorant fool. The great people of the FBI must make sure that he and his former boss, James Comey, pay the price for what they have done to the reputation of the FBI.","Andrew McCabe was exposed for who he is today in the U.S. Senate. He was totally destroyed - an ignorant fool. The great people of the FBI must make sure that he and his former boss, James Comey, pay the price for what they have done to the reputation of the FBI.","['andrew', 'mccabe', 'be', 'expose', 'for', 'who', 'he', 'be', 'today', 'in', 'the', 'u.s.', 'senate', '.', 'he', 'be', 'totally', 'destroy', '-', 'an', 'ignorant', 'fool', '.', 'the', 'great', 'people', 'of', 'the', 'fbi', 'must', 'make', 'sure', 'that', 'he', 'and', 'his', 'former', 'boss', ',', 'james', 'comey', ',', 'pay', 'the', 'price', 'for', 'what', 'they', 'have', 'do', 'to', 'the', 'reputation', 'of', 'the', 'fbi', '.']",True
76,1329871775707107328,"The Governor of Georgia, and Secretary of State, refuse to let us look at signatures which would expose hundreds of thousands of illegal ballots, and give the Republican Party and me, David Perdue, and perhaps Kelly Loeffler, a BIG VICTORY...",False,False,271514,59478,2020-11-20,"The Governor of Georgia, and Secretary of State, refuse to let us look at signatures which would expose hundreds of thousands of illegal ballots, and give the Republican Party and me, David Perdue, and perhaps Kelly Loeffler, a BIG VICTORY...","The Governor of Georgia, and Secretary of State, refuse to let us look at signatures which would expose hundreds of thousands of illegal ballots, and give the Republican Party and me, David Perdue, and perhaps Kelly Loeffler, a BIG VICTORY...","['the', 'governor', 'of', 'georgia', ',', 'and', 'secretary', 'of', 'state', ',', 'refuse', 'to', 'let', 'we', 'look', 'at', 'signature', 'which', 'would', 'expose', 'hundred', 'of', 'thousand', 'of', 'illegal', 'ballot', ',', 'and', 'give', 'the', 'republican', 'party', 'and', 'i', ',', 'david', 'perdue', ',', 'and', 'perhaps', 'kelly', 'loeffler', ',', 'a', 'big', 'victory', '...']",True
80,1346954970910707712,These are the things and events that happen when a sacred landslide election victory is so unceremoniously & viciously stripped away from great patriots who have been badly & unfairly treated for so long. Go home with love & in peace. Remember this day forever!,False,False,0,0,2021-01-06,These are the things and events that happen when a sacred landslide election victory is so unceremoniously & viciously stripped away from great patriots who have been badly & unfairly treated for so long. Go home with love & in peace. Remember this day forever!,These are the things and events that happen when a sacred landslide election victory is so unceremoniously & viciously stripped away from great patriots who have been badly & unfairly treated for so long. Go home with love & in peace. Remember this day forever!,"['these', 'be', 'the', 'thing', 'and', 'event', 'that', 'happen', 'when', 'a', 'sacred', 'landslide', 'election', 'victory', 'be', 'so', 'unceremoniously', '&', 'viciously', 'strip', 'away', 'from', 'great', 'patriot', 'who', 'have', 'be', 'badly', '&', 'unfairly', 'treat', 'for', 'so', 'long', '.', 'go', 'home', 'with', 'love', '&', 'in', 'peace', '.', 'remember', 'this', 'day', 'forever', '!']",True
83,1332337895584264192,"No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday! https://t.co/1ziqFq9S6O",False,False,139741,33998,2020-11-27,"No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday!","No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday!","['no', ',', 'the', '2020', 'election', 'be', 'a', 'total', 'scam', ',', 'we', 'win', 'by', 'a', 'lot', '(', 'and', 'will', 'hopefully', 'turn', 'over', 'the', 'fraudulent', 'result', ')', ',', 'but', 'we', 'must', 'get', 'out', 'and', 'help', 'david', 'and', 'kelly', ',', 'two', 'great', 'people', '.', 'otherwise', 'we', 'be', 'play', 'right', 'into', 'the', 'hand', 'of', 'some', 'very', 'sick', 'people', '.', 'i', 'will', 'be', 'in', 'georgia', 'on', 'saturday', '!']",True
85,1328483862490574848,"Big victory moments ago in the State of Nevada. The all Democrat County Commissioner race, on same ballot as President, just thrown out because of large scale voter discrepancy. Clark County officials do not have confidence in their own election security. Major impact! https://t.co/TLHnFKNN6g",False,False,282313,73024,2020-11-16,"Big victory moments ago in the State of Nevada. The all Democrat County Commissioner race, on same ballot as President, just thrown out because of large scale voter discrepancy. Clark County officials do not have confidence in their own election security. Major impact!","Big victory moments ago in the State of Nevada. The all Democrat County Commissioner race, on same ballot as President, just thrown out because of large scale voter discrepancy. Clark County officials do not have confidence in their own election security. Major impact!","['big', 'victory', 'moment', 'ago', 'in', 'the', 'state', 'of', 'nevada', '.', 'the', 'all', 'democrat', 'county', 'commissioner', 'race', ',', 'on', 'same', 'ballot', 'as', 'president', ',', 'just', 'throw', 'out', 'because', 'of', 'large', 'scale', 'voter', 'discrepancy', '.', 'clark', 'county', 'official', 'do', 'not', 'have', 'confidence', 'in', 'their', 'own', 'election', 'security', '.', 'major', 'impact', '!']",True
97,1328900747497525248,"Wow! Governor Kemp will hopefully see the light before it is too late. Must finally take charge! Two GREAT Senators, who do so much for Georgia and truly love the USA, are in a must win battle with two incompetents who don’t have a clue! https://t.co/j10ZRZpYjK",False,False,141230,30442,2020-11-18,"Wow! Governor Kemp will hopefully see the light before it is too late. Must finally take charge! Two GREAT Senators, who do so much for Georgia and truly love the USA, are in a must win battle with two incompetents who don’t have a clue!","Wow! Governor Kemp will hopefully see the light before it is too late. Must finally take charge! Two GREAT Senators, who do so much for Georgia and truly love the USA, are in a must win battle with two incompetents who don’t have a clue!","['wow', '!', 'governor', 'kemp', 'will', 'hopefully', 'see', 'the', 'light', 'before', 'it', 'be', 'too', 'late', '.', 'must', 'finally', 'take', 'charge', '!', 'two', 'great', 'senators', ',', 'who', 'do', 'so', 'much', 'for', 'georgia', 'and', 'truly', 'love', 'the', 'usa', ',', 'be', 'in', 'a', 'must', 'win', 'battle', 'with', 'two', 'incompetent', 'who', 'do', 'not', 'have', 'a', 'clue', '!']",True
103,1326519025552265216,"The Fake Pollsters at @ABC/@washingtonpost produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - & we are now preparing to win the state. Many such “deplorable” instances!",False,False,298631,62691,2020-11-11,"The Fake Pollsters at / produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - & we are now preparing to win the state. Many such “deplorable” instances!","The Fake Pollsters at / produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - & we are now preparing to win the state. Many such “deplorable” instances!","['the', 'fake', 'pollsters', 'at', '/', 'produce', 'a', 'possibly', 'illegal', 'suppression', 'poll', 'just', 'before', 'the', 'election', 'show', 'i', 'down', '17', 'point', 'in', 'wisconsin', 'when', ',', 'in', 'fact', ',', 'on', 'election', 'day', ',', 'the', 'race', 'be', 'even', '-', '&', 'we', 'be', 'now', 'prepare', 'to', 'win', 'the', 'state', '.', 'many', 'such', '""', 'deplorable', '""', 'instance', '!']",True
108,1332552283553476608,"The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching! https://t.co/zmnk34Ny23",False,False,264054,73949,2020-11-28,"The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching!","The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching!","['the', '1,126,940', 'vote', 'be', 'create', 'out', 'of', 'thin', 'air', '.', 'i', 'win', 'pennsylvania', 'by', 'a', 'lot', ',', 'perhaps', 'more', 'than', 'anyone', 'will', 'ever', 'know', '.', 'the', 'pennsylvania', 'vote', 'be', 'rigged', '.', 'all', 'other', 'swing', 'state', 'also', '.', 'the', 'world', 'be', 'watch', '!']",True
112,1330248268656357376,Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia https://t.co/vUG1bqG9yg via  BreitbartNews  Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!,False,False,150945,35275,2020-11-21,Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia via BreitbartNews Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!,Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia via BreitbartNews Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!,"['watch', ':', 'hundred', 'of', 'activists', 'gather', 'for', ""'"", 'stop', 'the', 'steal', ""'"", 'rally', 'in', 'georgia', 'via', 'breitbartnews', 'big', 'rally', 'all', 'over', 'the', 'country', '.', 'the', 'proof', 'pour', 'in', 'be', 'undeniable', '.', 'many', 'more', 'vote', 'than', 'need', '.', 'this', 'be', 'a', 'landslide', '!']",True
120,1330278689200857088,"The Fake News is not talking about the fact that “Covid” is running wild all over the World, not just in the U.S. I was at the Virtual G-20 meeting early this morning and the biggest subject was Covid. We will be healing fast, especially with our vaccines!",False,False,188784,32750,2020-11-21,"The Fake News is not talking about the fact that “Covid” is running wild all over the World, not just in the U.S. I was at the Virtual G-20 meeting early this morning and the biggest subject was Covid. We will be healing fast, especially with our vaccines!","The Fake News is not talking about the fact that “Covid” is running wild all over the World, not just in the U.S. I was at the Virtual G-20 meeting early this morning and the biggest subject was Covid. We will be healing fast, especially with our vaccines!","['the', 'fake', 'news', 'be', 'not', 'talk', 'about', 'the', 'fact', 'that', '""', 'covid', '""', 'be', 'run', 'wild', 'all', 'over', 'the', 'world', ',', 'not', 'just', 'in', 'the', 'u.s.', 'i', 'be', 'at', 'the', 'virtual', 'g-20', 'meeting', 'early', 'this', 'morning', 'and', 'the', 'big', 'subject', 'be', 'covid', '.', 'we', 'will', 'be', 'heal', 'fast', ',', 'especially', 'with', 'our', 'vaccine', '!']",True
135,1333243285389914112,"“Democrats suffered crushing down-ballot loss across America.” @nytimes. This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!",False,False,268984,60703,2020-11-30,"“Democrats suffered crushing down-ballot loss across America.” . This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!","“Democrats suffered crushing down-ballot loss across America.” . This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!","['""', 'democrats', 'suffer', 'crush', 'down', '-', 'ballot', 'loss', 'across', 'america', '.', '""', '.', 'this', 'be', 'true', '.', 'all', 'statehouse', 'win', ',', 'and', 'in', 'washington', 'we', 'do', 'great', '.', 'so', 'i', 'lead', 'this', 'great', 'charge', ',', 'and', 'i', '’m', 'the', 'only', 'one', 'that', 'lose', '?', 'no', ',', 'it', 'do', 'not', 'work', 'that', 'way', '.', 'this', 'be', 'a', 'massive', 'fraud', ',', 'a', 'rigged', 'election', '!']",True
136,1330361494710661120,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is an appointment of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes! https://t.co/17rk2KsUPs",False,True,39385,9458,2020-11-22,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is an appointment of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes!","Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is an appointment of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes!","['thank', 'mark', '.', 'it', '’', 'all', 'a', 'continuation', 'of', 'the', 'never', 'end', 'witch', 'hunt', '.', 'judge', 'brann', ',', 'who', 'would', 'not', 'even', 'allow', 'we', 'to', 'present', 'our', 'case', 'or', 'evidence', ',', 'be', 'an', 'appointment', 'of', 'senator', 'pat', '""', 'no', 'tariffs', '""', 'toomey', 'of', 'pennsylvania', ',', 'no', 'friend', 'of', 'mine', ',', '&', 'obama', '-', 'no', 'wonder', '.', '900,000', 'fraudulent', 'votes', '!']",True
138,1333245684011642880,NO WAY WE LOST THIS ELECTION! https://t.co/orOXBaR8uE,False,False,303842,61699,2020-11-30,NO WAY WE LOST THIS ELECTION!,NO WAY WE LOST THIS ELECTION!,"['no', 'way', 'we', 'lose', 'this', 'election', '!']",True
141,1333405854297632768,"I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!",False,False,496088,84459,2020-11-30,"I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!","I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!","['i', '’m', 'not', 'fight', 'for', 'i', ',', 'i', '’m', 'fight', 'for', 'the', '74,000,000', 'million', 'people', '(', 'not', 'include', 'the', 'many', 'trump', 'ballot', 'that', 'be', '""', 'toss', '""', ')', ',', 'a', 'record', 'for', 'a', 'sit', 'president', ',', 'who', 'vote', 'for', 'i', '!']",True
144,1333410418119864320,"Why won’t Governor @BrianKempGA, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....",False,False,194596,46674,2020-11-30,"Why won’t Governor , the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....","Why won’t Governor , the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....","['why', 'will', 'not', 'governor', ',', 'the', 'hapless', 'governor', 'of', 'georgia', ',', 'use', 'his', 'emergency', 'power', ',', 'which', 'can', 'be', 'easily', 'do', ',', 'to', 'overrule', 'his', 'obstinate', 'secretary', 'of', 'state', ',', 'and', 'do', 'a', 'match', 'of', 'signature', 'on', 'envelope', '.', 'it', 'will', 'be', 'a', '""', 'goldmine', '""', 'of', 'fraud', ',', 'and', 'we', 'will', 'easily', 'win', 'the', 'state', '....']",True
145,1330374020613758976,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is a product of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes! https://t.co/17rk2KsUPs",False,False,144982,30473,2020-11-22,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is a product of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes!","Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is a product of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes!","['thank', 'mark', '.', 'it', '’', 'all', 'a', 'continuation', 'of', 'the', 'never', 'end', 'witch', 'hunt', '.', 'judge', 'brann', ',', 'who', 'would', 'not', 'even', 'allow', 'we', 'to', 'present', 'our', 'case', 'or', 'evidence', ',', 'be', 'a', 'product', 'of', 'senator', 'pat', '""', 'no', 'tariffs', '""', 'toomey', 'of', 'pennsylvania', ',', 'no', 'friend', 'of', 'mine', ',', '&', 'obama', '-', 'no', 'wonder', '.', '900,000', 'fraudulent', 'votes', '!']",True
148,1329087255168708608,"In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!",False,False,360087,69145,2020-11-18,"In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!","In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!","['in', 'detroit', ',', 'there', 'be', 'far', 'more', 'vote', 'than', 'people', '.', 'nothing', 'can', 'be', 'do', 'to', 'cure', 'that', 'giant', 'scam', '.', 'i', 'win', 'michigan', '!']",True
149,1329233502139715584,"Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable! https://t.co/nhiLMmyHBn",False,False,369662,118380,2020-11-19,"Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable!","Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable!","['look', 'at', 'this', 'in', 'wisconsin', '!', 'a', 'day', 'after', 'the', 'election', ',', 'biden', 'receive', 'a', 'dump', 'of', '143,379', 'vote', 'at', '3:42am', ',', 'when', 'they', 'learn', 'he', 'be', 'lose', 'badly', '.', 'this', 'be', 'unbelievable', '!']",True
152,1333458950038106112,Trump legal team in Arizona and on @OANN now. Big “stuff”. Enjoy!,False,False,224550,35740,2020-11-30,Trump legal team in Arizona and on now. Big “stuff”. Enjoy!,Trump legal team in Arizona and on now. Big “stuff”. Enjoy!,"['trump', 'legal', 'team', 'in', 'arizona', 'and', 'on', 'now', '.', 'big', '""', 'stuff', '""', '.', 'enjoy', '!']",True
159,1330487246236028928,It’s all about the signatures on the envelopes. Why are the Democrats fighting so hard to hide them. We will find massive numbers of fraudulent ballots. The signatures won’t match. Fight hard Republicans. Don’t let them destroy the evidence! https://t.co/qN2jHGeWEN,False,False,155833,38419,2020-11-22,It’s all about the signatures on the envelopes. Why are the Democrats fighting so hard to hide them. We will find massive numbers of fraudulent ballots. The signatures won’t match. Fight hard Republicans. Don’t let them destroy the evidence!,It’s all about the signatures on the envelopes. Why are the Democrats fighting so hard to hide them. We will find massive numbers of fraudulent ballots. The signatures won’t match. Fight hard Republicans. Don’t let them destroy the evidence!,"['it', '’', 'all', 'about', 'the', 'signature', 'on', 'the', 'envelope', '.', 'why', 'be', 'the', 'democrats', 'fight', 'so', 'hard', 'to', 'hide', 'they', '.', 'we', 'will', 'find', 'massive', 'number', 'of', 'fraudulent', 'ballot', '.', 'the', 'signature', 'will', 'not', 'match', '.', 'fight', 'hard', 'republicans', '.', 'do', 'not', 'let', 'they', 'destroy', 'the', 'evidence', '!']",True
163,1330555645213483008,"Other than politics, how do you lose a case where large numbers of voters, far more than you need to flip Pennsylvania, are disenfranchised? Vote Observers thrown out of counting rooms. People going to vote finding out they have already voted through a fake ballot - go home!",False,False,271250,55418,2020-11-22,"Other than politics, how do you lose a case where large numbers of voters, far more than you need to flip Pennsylvania, are disenfranchised? Vote Observers thrown out of counting rooms. People going to vote finding out they have already voted through a fake ballot - go home!","Other than politics, how do you lose a case where large numbers of voters, far more than you need to flip Pennsylvania, are disenfranchised? Vote Observers thrown out of counting rooms. People going to vote finding out they have already voted through a fake ballot - go home!","['other', 'than', 'politic', ',', 'how', 'do', 'you', 'lose', 'a', 'case', 'where', 'large', 'number', 'of', 'voter', ',', 'far', 'more', 'than', 'you', 'need', 'to', 'flip', 'pennsylvania', ',', 'be', 'disenfranchised', '?', 'vote', 'observers', 'throw', 'out', 'of', 'count', 'room', '.', 'people', 'go', 'to', 'vote', 'find', 'out', 'they', 'have', 'already', 'vote', 'through', 'a', 'fake', 'ballot', '-', 'go', 'home', '!']",True
164,1333610260381175808,Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back https://t.co/pzDS6YnwSf via @BreitbartNews. A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!,False,False,118000,23951,2020-12-01,Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back via . A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!,Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back via . A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!,"['donald', 'trump', 'call', 'in', 'to', 'arizona', 'voter', 'fraud', 'hearing', ':', 'we‘re', 'fight', 'back', 'via', '.', 'a', 'very', 'inspiring', 'hearing', '.', 'such', 'great', 'support', 'from', 'both', 'witness', 'to', 'election', 'fraud', 'and', 'political', 'leader', '!']",True
169,1331013908971261952,"...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.",False,False,239911,35172,2020-11-23,"...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.","...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.","['...', 'fight', ',', 'and', 'i', 'believe', 'we', 'will', 'prevail', '!', 'nevertheless', ',', 'in', 'the', 'good', 'interest', 'of', 'our', 'country', ',', 'i', 'be', 'recommend', 'that', 'emily', 'and', 'her', 'team', 'do', 'what', 'need', 'to', 'be', 'do', 'with', 'regard', 'to', 'initial', 'protocol', ',', 'and', 'have', 'tell', 'my', 'team', 'to', 'do', 'the', 'same', '.']",True
172,1331214247955738624,"Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen‘ https://t.co/PmMBmt05AI via @BreitbartNews They are 100% correct, but we are fighting hard. Our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. RIGGED ELECTION!",False,False,184222,44923,2020-11-24,"Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen‘ via They are 100% correct, but we are fighting hard. Our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. RIGGED ELECTION!","Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen‘ via They are 100% correct, but we are fighting hard. Our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. RIGGED ELECTION!","['poll', ':', '79', 'percent', 'of', 'trump', 'voters', 'believe', ""'"", 'election', 'be', 'steal', ""'"", 'via', 'they', 'be', '100', '%', 'correct', ',', 'but', 'we', 'be', 'fight', 'hard', '.', 'our', 'big', 'lawsuit', ',', 'which', 'spell', 'out', 'in', 'great', 'detail', 'all', 'of', 'the', 'ballot', 'fraud', 'and', 'more', ',', 'will', 'soon', 'be', 'fill', '.', 'rigged', 'election', '!']",True
175,1327095398712946688,"Must see @seanhannity takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great @LouDobbs has a confirming and powerful piece!",False,False,319244,65693,2020-11-13,"Must see takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great has a confirming and powerful piece!","Must see takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great has a confirming and powerful piece!","['must', 'see', 'takedown', 'of', 'the', 'horrible', ',', 'inaccurate', 'and', 'anything', 'but', 'secure', 'dominion', 'voting', 'system', 'which', 'be', 'use', 'in', 'states', 'where', 'ten', 'of', 'thousand', 'of', 'vote', 'be', 'steal', 'from', 'we', 'and', 'give', 'to', 'biden', '.', 'likewise', ',', 'the', 'great', 'have', 'a', 'confirming', 'and', 'powerful', 'piece', '!']",True
176,1327103335195938816,"These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot! https://t.co/ywiw6sPicI https://t.co/C1g9LZpMah",False,False,190167,49317,2020-11-13,"These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot!","These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot!","['these', 'state', 'in', 'question', 'should', 'immediately', 'be', 'put', 'in', 'the', 'trump', 'win', 'column', '.', 'biden', 'do', 'not', 'win', ',', 'he', 'lose', 'by', 'a', 'lot', '!']",True
191,1333856259662077952,Hope everybody is watching @OANN right now. Other media afraid to show. People are coming forward like never before. Large truck carrying hundreds of thousands of fraudulent (FAKE) ballots to a voting center? TERRIBLE - SAVE AMERICA!,False,False,207415,51028,2020-12-01,Hope everybody is watching right now. Other media afraid to show. People are coming forward like never before. Large truck carrying hundreds of thousands of fraudulent (FAKE) ballots to a voting center? TERRIBLE - SAVE AMERICA!,Hope everybody is watching right now. Other media afraid to show. People are coming forward like never before. Large truck carrying hundreds of thousands of fraudulent (FAKE) ballots to a voting center? TERRIBLE - SAVE AMERICA!,"['hope', 'everybody', 'be', 'watch', 'right', 'now', '.', 'other', 'medium', 'afraid', 'to', 'show', '.', 'people', 'be', 'come', 'forward', 'like', 'never', 'before', '.', 'large', 'truck', 'carry', 'hundred', 'of', 'thousand', 'of', 'fraudulent', '(', 'fake', ')', 'ballot', 'to', 'a', 'voting', 'center', '?', 'terrible', '-', 'save', 'america', '!']",True
