,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas
11,1328328547598000130,Dominion is running our Election. Rigged! https://t.co/xvwrpLpAZa,False,False,163578,40680,2020-11-16,Dominion is running our Election. Rigged!,Dominion is running our Election. Rigged!,"['dominion', 'be', 'run', 'our', 'election', '.', 'rig', '!']"
17,1346469204740902915,"Pleased to announce that @KLoeffler &amp; @sendavidperdue have just joined our great #StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!",False,False,177332,42347,2021-01-05,"Pleased to announce that &; have just joined our great StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!","Pleased to announce that &; have just joined our great StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!","['pleased', 'to', 'announce', 'that', '&', ';', 'have', 'just', 'join', 'our', 'great', 'stopthesteal', 'group', 'of', 'senators', '.', 'they', 'will', 'fight', 'the', 'ridiculous', 'electoral', 'college', 'certification', 'of', 'biden', '.', 'how', 'do', 'you', 'certify', 'number', 'that', 'have', 'now', 'prove', 'to', 'be', 'wrong', 'and', ',', 'in', 'many', 'case', ',', 'fraudulent', '!']"
18,1325961672343875585,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",False,False,332731,56327,2020-11-10,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the  FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!","If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the  FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!","['if', 'joe', 'biden', 'be', 'president', ',', 'you', 'would', 'not', 'have', 'the', 'vaccine', 'for', 'another', 'four', 'year', ',', 'nor', 'would', 'the', ' ', 'fda', 'have', 'ever', 'approve', 'it', 'so', 'quickly', '.', 'the', 'bureaucracy', 'would', 'have', 'destroy', 'million', 'of', 'life', '!']"
28,1346578706437963777,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!",False,False,328137,82574,2021-01-05,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!","Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!","['washington', 'be', 'be', 'inundate', 'with', 'people', 'who', 'do', 'not', 'want', 'to', 'see', 'an', 'election', 'victory', 'steal', 'by', 'emboldened', 'radical', 'left', 'democrats', '.', 'our', 'country', 'have', 'have', 'enough', ',', 'they', 'will', 'not', 'take', 'it', 'anymore', '!', 'we', 'hear', 'you', '(', 'and', 'love', 'you', ')', 'from', 'the', 'oval', 'office', '.', 'make', 'america', 'great', 'again', '!']"
31,1346580318745206785,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen. @senatemajldr @JohnCornyn @SenJohnThune",False,False,210988,55852,2021-01-05,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen.","I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen.","['i', 'hope', 'the', 'democrats', ',', 'and', 'even', 'more', 'importantly', ',', 'the', 'weak', 'and', 'ineffective', 'rino', 'section', 'of', 'the', 'republican', 'party', ',', 'be', 'look', 'at', 'the', 'thousand', 'of', 'people', 'pour', 'into', 'd.c.', 'they', 'will', 'not', 'stand', 'for', 'a', 'landslide', 'election', 'victory', 'to', 'be', 'steal', '.']"
37,1329424134166687744,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough! @BrianKempGA",False,False,217844,47813,2020-11-19,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough!","Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough!","['almost', 'zero', 'ballot', 'reject', 'in', 'georgia', 'this', 'election', '.', 'in', 'year', 'past', ',', 'close', 'to', '4', '%', '.', 'not', 'possible', '.', 'must', 'have', 'signature', 'check', 'on', 'envelope', 'now', '.', 'very', 'easy', 'to', 'do', '.', 'dem', 'fight', 'because', 'they', 'get', 'catch', '.', 'far', 'more', 'vote', 'than', 'need', 'for', 'flip', '.', 'republican', 'must', 'get', 'tough', '!']"
40,1326186126709821440,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!",False,False,420361,74544,2020-11-10,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!","WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!","['watch', 'for', 'massive', 'ballot', 'counting', 'abuse', 'and', ',', 'just', 'like', 'the', 'early', 'vaccine', ',', 'remember', 'i', 'tell', 'you', 'so', '!']"
41,1326186297157963777,BALLOT COUNTING ABUSE!,False,False,525218,77977,2020-11-10,BALLOT COUNTING ABUSE!,BALLOT COUNTING ABUSE!,"['ballot', 'counting', 'abuse', '!']"
45,1346659909492998146,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,False,False,331427,77805,2021-01-06,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,"['look', 'like', 'they', 'be', 'set', 'up', 'a', 'big', '""', 'voter', 'dump', '""', 'against', 'the', 'republican', 'candidate', '.', 'wait', 'to', 'see', 'how', 'many', 'vote', 'they', 'need', '?']"
49,1326194143132082178,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",False,False,349531,69352,2020-11-10,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!","Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!","['republican', ',', 'do', 'not', 'let', 'andrew', 'mccabe', 'continue', 'to', 'get', 'away', 'with', 'totally', 'criminal', 'activity', '.', 'what', 'he', 'do', 'should', 'never', 'be', 'allow', 'to', 'happen', 'to', 'our', 'country', 'again', '.', 'fight', 'for', 'justice', '!']"
55,1332169753004224515,"I gave a long news conference today after wishing the military a Happy Thanksgiving, &amp; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!",False,False,274247,59077,2020-11-27,"I gave a long news conference today after wishing the military a Happy Thanksgiving, &; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!","I gave a long news conference today after wishing the military a Happy Thanksgiving, &; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!","['i', 'give', 'a', 'long', 'news', 'conference', 'today', 'after', 'wish', 'the', 'military', 'a', 'happy', 'thanksgiving', ',', '&', ';', 'realize', 'once', 'again', 'that', 'the', 'fake', 'news', 'media', 'coordinate', 'so', 'that', 'the', 'real', 'message', 'of', 'such', 'a', 'conference', 'never', 'get', 'out', '.', 'primary', 'point', 'make', 'be', 'that', 'the', '2020', 'election', 'be', 'rigged', ',', 'and', 'that', 'i', 'won', '!']"
60,1346809349214248962,"THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!",False,False,344390,66595,2021-01-06,"THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!","THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!","['the', 'republican', 'party', 'and', ',', 'more', 'importantly', ',', 'our', 'country', ',', 'needs', 'the', 'presidency', 'more', 'than', 'ever', 'before', '-', 'the', 'power', 'of', 'the', 'veto', '.', 'stay', 'strong', '!']"
61,1346818855298072576,"They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!",False,False,377295,92437,2021-01-06,"They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!","They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!","['they', 'just', 'happen', 'to', 'find', '50,000', 'ballot', 'late', 'last', 'night', '.', 'the', 'usa', 'be', 'embarrass', 'by', 'fool', '.', 'our', 'election', 'process', 'be', 'bad', 'than', 'that', 'of', 'third', 'world', 'country', '!']"
73,1346900434540240897,"Mike Pence didn’t have the courage to do what should have been done to protect our Country and our Constitution, giving States a chance to certify a corrected set of facts, not the fraudulent or inaccurate ones which they were asked to previously certify. USA demands the truth!",False,False,0,0,2021-01-06,"Mike Pence didn’t have the courage to do what should have been done to protect our Country and our Constitution, giving States a chance to certify a corrected set of facts, not the fraudulent or inaccurate ones which they were asked to previously certify. USA demands the truth!","Mike Pence didn’t have the courage to do what should have been done to protect our Country and our Constitution, giving States a chance to certify a corrected set of facts, not the fraudulent or inaccurate ones which they were asked to previously certify. USA demands the truth!","['mike', 'pence', 'do', 'not', 'have', 'the', 'courage', 'to', 'do', 'what', 'should', 'have', 'be', 'do', 'to', 'protect', 'our', 'country', 'and', 'our', 'constitution', ',', 'give', 'state', 'a', 'chance', 'to', 'certify', 'a', 'correct', 'set', 'of', 'fact', ',', 'not', 'the', 'fraudulent', 'or', 'inaccurate', 'one', 'which', 'they', 'be', 'ask', 'to', 'previously', 'certify', '.', 'usa', 'demand', 'the', 'truth', '!']"
81,1346954970910707712,These are the things and events that happen when a sacred landslide election victory is so unceremoniously &amp; viciously stripped away from great patriots who have been badly &amp; unfairly treated for so long. Go home with love &amp; in peace. Remember this day forever!,False,False,0,0,2021-01-06,These are the things and events that happen when a sacred landslide election victory is so unceremoniously &; viciously stripped away from great patriots who have been badly &; unfairly treated for so long. Go home with love &; in peace. Remember this day forever!,These are the things and events that happen when a sacred landslide election victory is so unceremoniously &; viciously stripped away from great patriots who have been badly &; unfairly treated for so long. Go home with love &; in peace. Remember this day forever!,"['these', 'be', 'the', 'thing', 'and', 'event', 'that', 'happen', 'when', 'a', 'sacred', 'landslide', 'election', 'victory', 'be', 'so', 'unceremoniously', '&', ';', 'viciously', 'strip', 'away', 'from', 'great', 'patriot', 'who', 'have', 'be', 'badly', '&', ';', 'unfairly', 'treat', 'for', 'so', 'long', '.', 'go', 'home', 'with', 'love', '&', ';', 'in', 'peace', '.', 'remember', 'this', 'day', 'forever', '!']"
84,1332337895584264197,"No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday! https://t.co/1ziqFq9S6O",False,False,139741,33998,2020-11-27,"No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday!","No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday!","['no', ',', 'the', '2020', 'election', 'be', 'a', 'total', 'scam', ',', 'we', 'win', 'by', 'a', 'lot', '(', 'and', 'will', 'hopefully', 'turn', 'over', 'the', 'fraudulent', 'result', ')', ',', 'but', 'we', 'must', 'get', 'out', 'and', 'help', 'david', 'and', 'kelly', ',', 'two', 'great', 'people', '.', 'otherwise', 'we', 'be', 'play', 'right', 'into', 'the', 'hand', 'of', 'some', 'very', 'sick', 'people', '.', 'i', 'will', 'be', 'in', 'georgia', 'on', 'saturday', '!']"
104,1326519025552265216,"The Fake Pollsters at @ABC/@washingtonpost produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - &amp; we are now preparing to win the state. Many such “deplorable” instances!",False,False,298631,62691,2020-11-11,"The Fake Pollsters at / produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - &; we are now preparing to win the state. Many such “deplorable” instances!","The Fake Pollsters at / produced a possibly illegal suppression Poll just before the Election showing me down 17 points in Wisconsin when, in fact, on Election Day, the race was even - &; we are now preparing to win the state. Many such “deplorable” instances!","['the', 'fake', 'pollsters', 'at', '/', 'produce', 'a', 'possibly', 'illegal', 'suppression', 'poll', 'just', 'before', 'the', 'election', 'show', 'i', 'down', '17', 'point', 'in', 'wisconsin', 'when', ',', 'in', 'fact', ',', 'on', 'election', 'day', ',', 'the', 'race', 'be', 'even', '-', '&', ';', 'we', 'be', 'now', 'prepare', 'to', 'win', 'the', 'state', '.', 'many', 'such', '""', 'deplorable', '""', 'instance', '!']"
107,1326525851752656898,"A guy named Al Schmidt, a Philadelphia Commissioner and so-called Republican (RINO), is being used big time by the Fake  News Media to explain how honest things were with respect to the Election in Philadelphia. He refuses to look at a mountain of corruption &amp; dishonesty. We win!",False,False,334984,64425,2020-11-11,"A guy named Al Schmidt, a Philadelphia Commissioner and so-called Republican (RINO), is being used big time by the Fake News Media to explain how honest things were with respect to the Election in Philadelphia. He refuses to look at a mountain of corruption &; dishonesty. We win!","A guy named Al Schmidt, a Philadelphia Commissioner and so-called Republican (RINO), is being used big time by the Fake News Media to explain how honest things were with respect to the Election in Philadelphia. He refuses to look at a mountain of corruption &; dishonesty. We win!","['a', 'guy', 'name', 'al', 'schmidt', ',', 'a', 'philadelphia', 'commissioner', 'and', 'so', '-', 'call', 'republican', '(', 'rino', ')', ',', 'be', 'be', 'use', 'big', 'time', 'by', 'the', 'fake', 'news', 'media', 'to', 'explain', 'how', 'honest', 'thing', 'be', 'with', 'respect', 'to', 'the', 'election', 'in', 'philadelphia', '.', 'he', 'refuse', 'to', 'look', 'at', 'a', 'mountain', 'of', 'corruption', '&', ';', 'dishonesty', '.', 'we', 'win', '!']"
109,1332552283553476608,"The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching! https://t.co/zmnk34Ny23",False,False,264054,73949,2020-11-28,"The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching!","The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching!","['the', '1,126,940', 'vote', 'be', 'create', 'out', 'of', 'thin', 'air', '.', 'i', 'win', 'pennsylvania', 'by', 'a', 'lot', ',', 'perhaps', 'more', 'than', 'anyone', 'will', 'ever', 'know', '.', 'the', 'pennsylvania', 'vote', 'be', 'rigged', '.', 'all', 'other', 'swing', 'state', 'also', '.', 'the', 'world', 'be', 'watch', '!']"
113,1330248268656357376,Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia https://t.co/vUG1bqG9yg via  BreitbartNews  Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!,False,False,150945,35275,2020-11-21,Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia via BreitbartNews Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!,Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia via BreitbartNews Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!,"['watch', ':', 'hundred', 'of', 'activists', 'gather', 'for', ""'"", 'stop', 'the', 'steal', ""'"", 'rally', 'in', 'georgia', 'via', 'breitbartnews', 'big', 'rally', 'all', 'over', 'the', 'country', '.', 'the', 'proof', 'pour', 'in', 'be', 'undeniable', '.', 'many', 'more', 'vote', 'than', 'need', '.', 'this', 'be', 'a', 'landslide', '!']"
119,1332778938121203720,"Specific allegations were made, and we have massive proof, in the Pennsylvania case. Some people just don’t want to see it. They want nothing to do with saving our Country. Sad!!!",False,False,292532,61150,2020-11-28,"Specific allegations were made, and we have massive proof, in the Pennsylvania case. Some people just don’t want to see it. They want nothing to do with saving our Country. Sad!!!","Specific allegations were made, and we have massive proof, in the Pennsylvania case. Some people just don’t want to see it. They want nothing to do with saving our Country. Sad!!!","['specific', 'allegation', 'be', 'make', ',', 'and', 'we', 'have', 'massive', 'proof', ',', 'in', 'the', 'pennsylvania', 'case', '.', 'some', 'people', 'just', 'do', 'not', 'want', 'to', 'see', 'it', '.', 'they', 'want', 'nothing', 'to', 'do', 'with', 'save', 'our', 'country', '.', 'sad', '!', '!', '!']"
122,1330278689200857088,"The Fake News is not talking about the fact that “Covid” is running wild all over the World, not just in the U.S. I was at the Virtual G-20 meeting early this morning and the biggest subject was Covid. We will be healing fast, especially with our vaccines!",False,False,188784,32750,2020-11-21,"The Fake News is not talking about the fact that “Covid” is running wild all over the World, not just in the U.S. I was at the Virtual G-20 meeting early this morning and the biggest subject was Covid. We will be healing fast, especially with our vaccines!","The Fake News is not talking about the fact that “Covid” is running wild all over the World, not just in the U.S. I was at the Virtual G-20 meeting early this morning and the biggest subject was Covid. We will be healing fast, especially with our vaccines!","['the', 'fake', 'news', 'be', 'not', 'talk', 'about', 'the', 'fact', 'that', '""', 'covid', '""', 'be', 'run', 'wild', 'all', 'over', 'the', 'world', ',', 'not', 'just', 'in', 'the', 'u.s.', 'i', 'be', 'at', 'the', 'virtual', 'g-20', 'meeting', 'early', 'this', 'morning', 'and', 'the', 'big', 'subject', 'be', 'covid', '.', 'we', 'will', 'be', 'heal', 'fast', ',', 'especially', 'with', 'our', 'vaccine', '!']"
125,1330288302663069701,The Media is just as corrupt as the Election itself!,False,False,608392,94396,2020-11-21,The Media is just as corrupt as the Election itself!,The Media is just as corrupt as the Election itself!,"['the', 'media', 'be', 'just', 'as', 'corrupt', 'as', 'the', 'election', 'itself', '!']"
